cliente_id,segmento,churn_prob,churn_real,explicacao
CLI00049,Alta Renda,0.6054,1,"Risco de Churn: [ALTO] (60.5%)
  • Dias desde o último contato com o assessor: [+] AUMENTA risco (SHAP=+1.8583)
  • Tempo médio de resposta do cliente ao assessor: [+] AUMENTA risco (SHAP=+1.2701)
  • AuC total sob custódia (R$ milhões): [+] AUMENTA risco (SHAP=+0.3870)"
CLI01180,Family Office,0.6008,1,"Risco de Churn: [ALTO] (60.1%)
  • Variação da cadência de contato (últimos 3 meses): [+] AUMENTA risco (SHAP=+1.8815)
  • Intensidade relativa de movimentação: [+] AUMENTA risco (SHAP=+0.6852)
  • Quantidade de produtos contratados: [+] AUMENTA risco (SHAP=+0.5286)"
CLI00067,Private,0.6001,1,"Risco de Churn: [ALTO] (60.0%)
  • Dias desde o último contato com o assessor: [+] AUMENTA risco (SHAP=+1.8712)
  • Tempo médio de resposta do cliente ao assessor: [+] AUMENTA risco (SHAP=+1.1107)
  • Variação da cadência de contato (últimos 3 meses): [+] AUMENTA risco (SHAP=+0.2645)"
CLI01013,Alta Renda,0.5999,1,"Risco de Churn: [MEDIO] (60.0%)
  • Variação da cadência de contato (últimos 3 meses): [+] AUMENTA risco (SHAP=+1.4508)
  • AuC total sob custódia (R$ milhões): [+] AUMENTA risco (SHAP=+1.1099)
  • Tempo médio de resposta do cliente ao assessor: [+] AUMENTA risco (SHAP=+0.9089)"
CLI00435,Private,0.5936,1,"Risco de Churn: [MEDIO] (59.4%)
  • Dias desde o último contato com o assessor: [+] AUMENTA risco (SHAP=+1.6162)
  • Tempo médio de resposta do cliente ao assessor: [+] AUMENTA risco (SHAP=+1.3484)
  • Quantidade de produtos contratados: [+] AUMENTA risco (SHAP=+0.2407)"
CLI00128,Alta Renda,0.5874,0,"Risco de Churn: [MEDIO] (58.7%)
  • Dias desde o último contato com o assessor: [+] AUMENTA risco (SHAP=+1.5721)
  • Variação da cadência de contato (últimos 3 meses): [+] AUMENTA risco (SHAP=+1.2950)
  • AuC total sob custódia (R$ milhões): [+] AUMENTA risco (SHAP=+0.5119)"
CLI01127,Alta Renda,0.587,1,"Risco de Churn: [MEDIO] (58.7%)
  • Retorno da carteira nos últimos 12 meses: [+] AUMENTA risco (SHAP=+1.1800)
  • Retorno relativo ao benchmark de mercado: [+] AUMENTA risco (SHAP=+0.6406)
  • Variação da cadência de contato (últimos 3 meses): [+] AUMENTA risco (SHAP=+0.4179)"
CLI00599,Alta Renda,0.5863,1,"Risco de Churn: [MEDIO] (58.6%)
  • Variação da cadência de contato (últimos 3 meses): [+] AUMENTA risco (SHAP=+1.7279)
  • Dias desde o último contato com o assessor: [+] AUMENTA risco (SHAP=+0.6210)
  • AuC total sob custódia (R$ milhões): [+] AUMENTA risco (SHAP=+0.4727)"
CLI00861,Private,0.5854,1,"Risco de Churn: [MEDIO] (58.5%)
  • Dias desde o último contato com o assessor: [+] AUMENTA risco (SHAP=+1.6564)
  • Retorno da carteira nos últimos 12 meses: [+] AUMENTA risco (SHAP=+0.6235)
  • Retorno relativo ao benchmark de mercado: [+] AUMENTA risco (SHAP=+0.3800)"
CLI00647,Private,0.5812,1,"Risco de Churn: [MEDIO] (58.1%)
  • Variação da cadência de contato (últimos 3 meses): [+] AUMENTA risco (SHAP=+1.7239)
  • Tempo como cliente (meses): [+] AUMENTA risco (SHAP=+0.6996)
  • Tempo médio de resposta do cliente ao assessor: [+] AUMENTA risco (SHAP=+0.4289)"
CLI00094,Private,0.5786,1,"Risco de Churn: [MEDIO] (57.9%)
  • Retorno da carteira nos últimos 12 meses: [+] AUMENTA risco (SHAP=+1.3518)
  • Variação da cadência de contato (últimos 3 meses): [+] AUMENTA risco (SHAP=+0.8386)
  • Retorno relativo ao benchmark de mercado: [+] AUMENTA risco (SHAP=+0.7812)"
CLI00630,Private,0.5698,1,"Risco de Churn: [MEDIO] (57.0%)
  • Tempo médio de resposta do cliente ao assessor: [+] AUMENTA risco (SHAP=+1.8024)
  • Dias desde o último contato com o assessor: [+] AUMENTA risco (SHAP=+0.6515)
  • Score de engajamento do cliente: [+] AUMENTA risco (SHAP=+0.4811)"
CLI00557,Alta Renda,0.5678,1,"Risco de Churn: [MEDIO] (56.8%)
  • Tempo médio de resposta do cliente ao assessor: [+] AUMENTA risco (SHAP=+0.9815)
  • Tempo como cliente (meses): [+] AUMENTA risco (SHAP=+0.7146)
  • Retorno da carteira nos últimos 12 meses: [+] AUMENTA risco (SHAP=+0.3942)"
CLI01184,Alta Renda,0.5639,1,"Risco de Churn: [MEDIO] (56.4%)
  • Variação da cadência de contato (últimos 3 meses): [+] AUMENTA risco (SHAP=+1.6330)
  • Dias desde o último contato com o assessor: [+] AUMENTA risco (SHAP=+0.5881)
  • AuC total sob custódia (R$ milhões): [+] AUMENTA risco (SHAP=+0.5720)"
CLI00997,Alta Renda,0.5633,1,"Risco de Churn: [MEDIO] (56.3%)
  • Variação da cadência de contato (últimos 3 meses): [+] AUMENTA risco (SHAP=+1.3266)
  • Retorno relativo ao benchmark de mercado: [+] AUMENTA risco (SHAP=+0.5580)
  • Retorno da carteira nos últimos 12 meses: [+] AUMENTA risco (SHAP=+0.4347)"
CLI00856,Alta Renda,0.5513,1,"Risco de Churn: [MEDIO] (55.1%)
  • Score de engajamento do cliente: [+] AUMENTA risco (SHAP=+0.7299)
  • Variação da cadência de contato (últimos 3 meses): [+] AUMENTA risco (SHAP=+0.6868)
  • Quantidade de produtos contratados: [+] AUMENTA risco (SHAP=+0.6232)"
CLI00187,Private,0.5489,1,"Risco de Churn: [MEDIO] (54.9%)
  • Dias desde o último contato com o assessor: [+] AUMENTA risco (SHAP=+1.5523)
  • Quantidade de produtos contratados: [+] AUMENTA risco (SHAP=+0.4266)
  • Retorno da carteira nos últimos 12 meses: [+] AUMENTA risco (SHAP=+0.4128)"
CLI00084,Alta Renda,0.5484,1,"Risco de Churn: [MEDIO] (54.8%)
  • Variação da cadência de contato (últimos 3 meses): [+] AUMENTA risco (SHAP=+1.4104)
  • Dias desde o último contato com o assessor: [+] AUMENTA risco (SHAP=+1.2294)
  • Score de engajamento do cliente: [+] AUMENTA risco (SHAP=+0.2197)"
CLI00131,Alta Renda,0.5427,1,"Risco de Churn: [MEDIO] (54.3%)
  • Variação da cadência de contato (últimos 3 meses): [+] AUMENTA risco (SHAP=+1.1608)
  • Tempo médio de resposta do cliente ao assessor: [+] AUMENTA risco (SHAP=+0.7686)
  • AuC total sob custódia (R$ milhões): [+] AUMENTA risco (SHAP=+0.6697)"
CLI00865,Private,0.5361,1,"Risco de Churn: [MEDIO] (53.6%)
  • Dias desde o último contato com o assessor: [+] AUMENTA risco (SHAP=+1.7249)
  • Variação da cadência de contato (últimos 3 meses): [+] AUMENTA risco (SHAP=+0.4138)
  • AuC total sob custódia (R$ milhões): [+] AUMENTA risco (SHAP=+0.3922)"
CLI01081,Alta Renda,0.5175,1,"Risco de Churn: [MEDIO] (51.7%)
  • Variação da cadência de contato (últimos 3 meses): [+] AUMENTA risco (SHAP=+1.1729)
  • Dias desde o último contato com o assessor: [+] AUMENTA risco (SHAP=+0.7210)
  • AuC total sob custódia (R$ milhões): [+] AUMENTA risco (SHAP=+0.5428)"
CLI00749,Private,0.5174,1,"Risco de Churn: [MEDIO] (51.7%)
  • Quantidade de produtos contratados: [+] AUMENTA risco (SHAP=+1.0068)
  • Tempo médio de resposta do cliente ao assessor: [+] AUMENTA risco (SHAP=+0.8231)
  • Score de engajamento do cliente: [+] AUMENTA risco (SHAP=+0.3381)"
CLI00573,Private,0.5136,1,"Risco de Churn: [MEDIO] (51.4%)
  • Tempo médio de resposta do cliente ao assessor: [+] AUMENTA risco (SHAP=+1.7168)
  • Retorno da carteira nos últimos 12 meses: [+] AUMENTA risco (SHAP=+0.4577)
  • Retorno relativo ao benchmark de mercado: [+] AUMENTA risco (SHAP=+0.2880)"
CLI00057,Alta Renda,0.513,1,"Risco de Churn: [MEDIO] (51.3%)
  • Dias desde o último contato com o assessor: [+] AUMENTA risco (SHAP=+1.7325)
  • AuC total sob custódia (R$ milhões): [+] AUMENTA risco (SHAP=+0.5139)
  • Tempo médio de resposta do cliente ao assessor: [+] AUMENTA risco (SHAP=+0.4392)"
CLI00400,Alta Renda,0.5111,1,"Risco de Churn: [MEDIO] (51.1%)
  • Tempo médio de resposta do cliente ao assessor: [+] AUMENTA risco (SHAP=+0.9758)
  • AuC total sob custódia (R$ milhões): [+] AUMENTA risco (SHAP=+0.5800)
  • Quantidade de produtos contratados: [+] AUMENTA risco (SHAP=+0.2664)"
CLI00691,Alta Renda,0.5066,1,"Risco de Churn: [MEDIO] (50.7%)
  • Dias desde o último contato com o assessor: [+] AUMENTA risco (SHAP=+1.3301)
  • AuC total sob custódia (R$ milhões): [+] AUMENTA risco (SHAP=+0.7561)
  • Tempo médio de resposta do cliente ao assessor: [+] AUMENTA risco (SHAP=+0.5466)"
CLI00826,Alta Renda,0.5018,1,"Risco de Churn: [MEDIO] (50.2%)
  • Tempo médio de resposta do cliente ao assessor: [+] AUMENTA risco (SHAP=+1.6124)
  • Intensidade relativa de movimentação: [+] AUMENTA risco (SHAP=+0.5319)
  • Score de engajamento do cliente: [+] AUMENTA risco (SHAP=+0.3028)"
CLI00206,Alta Renda,0.4952,1,"Risco de Churn: [MEDIO] (49.5%)
  • Variação da cadência de contato (últimos 3 meses): [+] AUMENTA risco (SHAP=+1.7873)
  • Dias desde o último contato com o assessor: [+] AUMENTA risco (SHAP=+0.4679)
  • AuC total sob custódia (R$ milhões): [+] AUMENTA risco (SHAP=+0.2847)"
CLI00114,Private,0.494,1,"Risco de Churn: [MEDIO] (49.4%)
  • Variação da cadência de contato (últimos 3 meses): [+] AUMENTA risco (SHAP=+0.9214)
  • Tempo como cliente (meses): [+] AUMENTA risco (SHAP=+0.4931)
  • Dias desde o último contato com o assessor: [+] AUMENTA risco (SHAP=+0.3098)"
CLI00276,Private,0.489,1,"Risco de Churn: [MEDIO] (48.9%)
  • Tempo médio de resposta do cliente ao assessor: [+] AUMENTA risco (SHAP=+1.0633)
  • Dias desde o último contato com o assessor: [+] AUMENTA risco (SHAP=+1.0476)
  • Score de engajamento do cliente: [+] AUMENTA risco (SHAP=+0.4353)"
CLI00859,Alta Renda,0.4768,1,"Risco de Churn: [MEDIO] (47.7%)
  • Dias desde o último contato com o assessor: [+] AUMENTA risco (SHAP=+1.2931)
  • Tempo médio de resposta do cliente ao assessor: [+] AUMENTA risco (SHAP=+0.6449)
  • Score de engajamento do cliente: [+] AUMENTA risco (SHAP=+0.4313)"
CLI00368,Alta Renda,0.4743,1,"Risco de Churn: [MEDIO] (47.4%)
  • Dias desde o último contato com o assessor: [+] AUMENTA risco (SHAP=+1.6427)
  • AuC total sob custódia (R$ milhões): [+] AUMENTA risco (SHAP=+0.4653)
  • Tempo como cliente (meses): [+] AUMENTA risco (SHAP=+0.4446)"
CLI01112,Alta Renda,0.4712,1,"Risco de Churn: [MEDIO] (47.1%)
  • Dias desde o último contato com o assessor: [+] AUMENTA risco (SHAP=+1.5171)
  • AuC total sob custódia (R$ milhões): [+] AUMENTA risco (SHAP=+0.4795)
  • Score de engajamento do cliente: [+] AUMENTA risco (SHAP=+0.3852)"
CLI00356,Alta Renda,0.4685,1,"Risco de Churn: [MEDIO] (46.9%)
  • Variação da cadência de contato (últimos 3 meses): [+] AUMENTA risco (SHAP=+1.3160)
  • AuC total sob custódia (R$ milhões): [+] AUMENTA risco (SHAP=+0.8856)
  • Dias desde o último contato com o assessor: [+] AUMENTA risco (SHAP=+0.2653)"
CLI00217,Private,0.4629,1,"Risco de Churn: [MEDIO] (46.3%)
  • Tempo médio de resposta do cliente ao assessor: [+] AUMENTA risco (SHAP=+1.1749)
  • AuC total sob custódia (R$ milhões): [+] AUMENTA risco (SHAP=+0.7972)
  • Variação da cadência de contato (últimos 3 meses): [+] AUMENTA risco (SHAP=+0.4388)"
CLI00372,Alta Renda,0.4594,1,"Risco de Churn: [MEDIO] (45.9%)
  • AuC total sob custódia (R$ milhões): [+] AUMENTA risco (SHAP=+0.9380)
  • Tempo como cliente (meses): [+] AUMENTA risco (SHAP=+0.4982)
  • Quantidade de produtos contratados: [+] AUMENTA risco (SHAP=+0.4092)"
CLI00637,Alta Renda,0.4483,1,"Risco de Churn: [MEDIO] (44.8%)
  • Tempo médio de resposta do cliente ao assessor: [+] AUMENTA risco (SHAP=+1.7434)
  • Dias desde o último contato com o assessor: [+] AUMENTA risco (SHAP=+0.5052)
  • AuC total sob custódia (R$ milhões): [+] AUMENTA risco (SHAP=+0.2144)"
CLI00063,Alta Renda,0.4315,1,"Risco de Churn: [MEDIO] (43.1%)
  • Variação da cadência de contato (últimos 3 meses): [+] AUMENTA risco (SHAP=+2.0441)
  • Quantidade de produtos contratados: [+] AUMENTA risco (SHAP=+0.5420)
  • Dias desde o último contato com o assessor: [-] REDUZ risco (SHAP=-0.4069)"
CLI00485,Wealth,0.4237,1,"Risco de Churn: [MEDIO] (42.4%)
  • Tempo médio de resposta do cliente ao assessor: [+] AUMENTA risco (SHAP=+2.0145)
  • Segmento do cliente: [-] REDUZ risco (SHAP=-0.2945)
  • Dias desde o último contato com o assessor: [-] REDUZ risco (SHAP=-0.2745)"
CLI00470,Alta Renda,0.4236,1,"Risco de Churn: [MEDIO] (42.4%)
  • Variação da cadência de contato (últimos 3 meses): [+] AUMENTA risco (SHAP=+1.2577)
  • Tempo médio de resposta do cliente ao assessor: [+] AUMENTA risco (SHAP=+0.7183)
  • Dias desde o último contato com o assessor: [-] REDUZ risco (SHAP=-0.4384)"
CLI00744,Alta Renda,0.4171,1,"Risco de Churn: [MEDIO] (41.7%)
  • Tempo médio de resposta do cliente ao assessor: [+] AUMENTA risco (SHAP=+1.5864)
  • Dias desde o último contato com o assessor: [+] AUMENTA risco (SHAP=+0.9628)
  • Score de engajamento do cliente: [-] REDUZ risco (SHAP=-0.3572)"
CLI00803,Private,0.4163,1,"Risco de Churn: [MEDIO] (41.6%)
  • Tempo médio de resposta do cliente ao assessor: [+] AUMENTA risco (SHAP=+1.9990)
  • Dias desde o último contato com o assessor: [+] AUMENTA risco (SHAP=+0.6109)
  • AuC total sob custódia (R$ milhões): [-] REDUZ risco (SHAP=-0.3731)"
CLI00916,Alta Renda,0.4128,1,"Risco de Churn: [MEDIO] (41.3%)
  • Variação da cadência de contato (últimos 3 meses): [+] AUMENTA risco (SHAP=+0.8566)
  • Score de engajamento do cliente: [+] AUMENTA risco (SHAP=+0.4192)
  • Retorno relativo ao benchmark de mercado: [+] AUMENTA risco (SHAP=+0.2387)"
CLI00564,Alta Renda,0.4037,1,"Risco de Churn: [MEDIO] (40.4%)
  • Intensidade relativa de movimentação: [+] AUMENTA risco (SHAP=+0.6145)
  • AuC total sob custódia (R$ milhões): [+] AUMENTA risco (SHAP=+0.4309)
  • Tempo como cliente (meses): [+] AUMENTA risco (SHAP=+0.3977)"
CLI00196,Private,0.4004,1,"Risco de Churn: [MEDIO] (40.0%)
  • Score de engajamento do cliente: [+] AUMENTA risco (SHAP=+0.9434)
  • Variação da cadência de contato (últimos 3 meses): [+] AUMENTA risco (SHAP=+0.4783)
  • Quantidade de produtos contratados: [+] AUMENTA risco (SHAP=+0.3566)"
CLI00847,Family Office,0.3943,1,"Risco de Churn: [MEDIO] (39.4%)
  • Dias desde o último contato com o assessor: [+] AUMENTA risco (SHAP=+1.8703)
  • Retorno da carteira nos últimos 12 meses: [+] AUMENTA risco (SHAP=+0.4681)
  • Intensidade relativa de movimentação: [+] AUMENTA risco (SHAP=+0.2682)"
CLI00295,Private,0.3843,1,"Risco de Churn: [MEDIO] (38.4%)
  • Tempo médio de resposta do cliente ao assessor: [+] AUMENTA risco (SHAP=+1.0200)
  • Dias desde o último contato com o assessor: [-] REDUZ risco (SHAP=-0.5440)
  • Quantidade de produtos contratados: [+] AUMENTA risco (SHAP=+0.5288)"
