cliente_id,cliente_id,segmento,meses_cliente,qtd_produtos,retorno_12m_pct,freq_contato_mes,auc_milhoes,churn,engajamento_score,retorno_relativo,flag_risco,intensidade_rel,segmento_enc,churn
CLI00251,CLI00251,Alta Renda,74,2,9.39,3,17.82,0,0.075,-2.23,0,5.9853,0.0,0
CLI00252,CLI00252,Wealth,17,5,13.1,3,71.086,0,0.1875,1.48,0,4.0069,2.0,0
CLI00253,CLI00253,Alta Renda,25,6,14.82,1,3.708,0,0.075,3.2,0,2.2583,0.0,0
CLI00254,CLI00254,Alta Renda,48,5,17.76,3,3.0,0,0.1875,6.14,0,5.3952,0.0,0
CLI00255,CLI00255,Private,131,3,9.33,4,60.23,0,0.15,-2.29,0,7.8586,1.0,0
CLI00256,CLI00256,Wealth,55,7,8.9,3,418.406,0,0.2625,-2.72,0,5.5803,2.0,0
CLI00257,CLI00257,Private,34,3,7.04,3,29.166,0,0.1125,-4.58,0,4.9288,1.0,0
CLI00258,CLI00258,Private,44,3,20.89,5,13.246,0,0.1875,9.27,0,6.8206,1.0,0
CLI00259,CLI00259,Alta Renda,43,2,17.31,2,8.379,0,0.05,5.69,0,4.1574,0.0,0
CLI00260,CLI00260,Private,89,2,11.32,1,61.752,0,0.025,-0.3,0,3.119,1.0,0
CLI00261,CLI00261,Family Office,133,8,19.61,1,565.347,0,0.1,7.99,0,3.3949,3.0,0
CLI00262,CLI00262,Alta Renda,131,5,11.07,3,3.324,0,0.1875,-0.55,0,6.769,0.0,0
CLI00263,CLI00263,Private,50,3,14.54,2,56.025,0,0.075,2.92,0,4.3196,1.0,0
CLI00264,CLI00264,Wealth,57,2,11.54,6,58.805,0,0.15,-0.08,0,7.9013,2.0,0
CLI00265,CLI00265,Private,85,1,13.17,0,64.176,0,0.0,1.55,0,0.0,1.0,0
CLI00266,CLI00266,Private,129,5,12.73,3,12.533,0,0.1875,1.11,0,6.7478,1.0,0
CLI00267,CLI00267,Private,124,6,9.72,3,59.149,0,0.225,-1.9,0,6.6935,1.0,0
CLI00268,CLI00268,Alta Renda,13,7,16.09,5,3.0,0,0.4375,4.47,0,4.7286,0.0,0
CLI00269,CLI00269,Alta Renda,90,4,14.51,1,8.33,1,0.05,2.89,0,3.1267,0.0,1
CLI00270,CLI00270,Private,134,5,15.82,2,35.256,0,0.125,4.2,0,5.389,1.0,0
CLI00271,CLI00271,Private,13,4,12.84,2,65.942,0,0.1,1.22,0,2.8993,1.0,0
CLI00272,CLI00272,Wealth,101,3,7.69,3,33.678,0,0.1125,-3.93,0,6.4116,2.0,0
CLI00273,CLI00273,Wealth,107,7,18.68,3,113.447,0,0.2625,7.06,0,6.4908,2.0,0
CLI00274,CLI00274,Private,10,4,10.4,2,38.778,0,0.1,-1.22,0,2.6344,1.0,0
CLI00275,CLI00275,Private,91,3,13.03,3,31.063,1,0.1125,1.41,0,6.2685,1.0,1
CLI00276,CLI00276,Private,39,1,14.17,2,59.632,1,0.025,2.55,0,4.0526,1.0,1
CLI00277,CLI00277,Private,60,4,13.0,2,46.681,0,0.1,1.38,0,4.5163,1.0,0
CLI00278,CLI00278,Private,124,7,15.34,4,53.585,0,0.35,3.72,0,7.7709,1.0,0
CLI00279,CLI00279,Private,119,8,16.01,2,20.892,1,0.2,4.39,0,5.2596,1.0,1
CLI00280,CLI00280,Wealth,31,5,10.56,5,34.593,0,0.3125,-1.06,0,6.2098,2.0,0
CLI00281,CLI00281,Alta Renda,141,3,18.33,1,9.562,0,0.0375,6.71,0,3.4351,0.0,0
CLI00282,CLI00282,Alta Renda,52,5,10.38,3,17.94,0,0.1875,-1.24,0,5.504,0.0,0
CLI00283,CLI00283,Alta Renda,118,7,12.91,1,10.682,0,0.0875,1.29,0,3.3126,0.0,0
CLI00284,CLI00284,Private,81,2,9.87,3,25.248,0,0.075,-1.75,0,6.109,1.0,0
CLI00285,CLI00285,Alta Renda,77,3,8.67,3,20.119,0,0.1125,-2.95,0,6.0397,0.0,0
CLI00286,CLI00286,Private,94,4,15.89,3,9.894,0,0.15,4.27,0,6.313,1.0,0
CLI00287,CLI00287,Private,51,3,24.61,1,20.008,0,0.0375,12.99,0,2.7388,1.0,0
CLI00288,CLI00288,Alta Renda,38,5,9.98,3,8.512,0,0.1875,-1.64,0,5.0788,0.0,0
CLI00289,CLI00289,Private,6,1,16.6,1,44.99,0,0.0125,4.98,0,1.3488,1.0,0
CLI00290,CLI00290,Alta Renda,36,3,10.13,4,3.747,0,0.15,-1.49,0,5.8115,0.0,0
CLI00291,CLI00291,Alta Renda,58,4,11.46,0,11.002,0,0.0,-0.16,0,0.0,0.0,0
CLI00292,CLI00292,Private,53,2,18.88,4,39.28,0,0.1,7.26,0,6.42,1.0,0
CLI00293,CLI00293,Alta Renda,74,8,6.99,3,14.582,0,0.3,-4.63,0,5.9853,0.0,0
CLI00294,CLI00294,Alta Renda,110,6,5.88,2,8.68,0,0.15,-5.74,0,5.1739,0.0,0
CLI00295,CLI00295,Private,95,1,11.13,2,15.557,1,0.025,-0.49,0,5.0144,1.0,1
CLI00296,CLI00296,Private,68,8,14.29,4,60.438,0,0.4,2.67,0,6.8145,1.0,0
CLI00297,CLI00297,Alta Renda,78,2,13.45,2,15.545,0,0.05,1.83,0,4.8003,0.0,0
CLI00298,CLI00298,Private,94,3,13.01,4,166.676,0,0.15,1.39,0,7.3292,1.0,0
CLI00299,CLI00299,Alta Renda,18,5,11.64,2,6.541,0,0.125,0.02,0,3.2348,0.0,0
CLI00300,CLI00300,Alta Renda,78,7,14.8,5,9.451,1,0.4375,3.18,0,7.829,0.0,1
CLI00301,CLI00301,Private,82,5,-0.74,3,16.29,0,0.1875,-12.36,0,6.1258,1.0,0
CLI00302,CLI00302,Private,73,8,8.35,5,24.746,0,0.5,-3.27,0,7.7118,1.0,0
CLI00303,CLI00303,Private,103,4,11.11,2,19.283,0,0.1,-0.51,0,5.1024,1.0,0
CLI00304,CLI00304,Private,130,5,14.46,0,26.45,0,0.0,2.84,0,0.0,1.0,0
CLI00305,CLI00305,Family Office,107,1,17.76,2,485.691,0,0.025,6.14,0,5.1438,3.0,0
CLI00306,CLI00306,Private,137,5,7.78,3,33.001,0,0.1875,-3.84,0,6.8306,1.0,0
CLI00307,CLI00307,Alta Renda,107,4,17.62,3,6.36,0,0.15,6.0,0,6.4908,0.0,0
CLI00308,CLI00308,Private,24,6,9.6,1,18.427,0,0.075,-2.02,0,2.2312,1.0,0
CLI00309,CLI00309,Alta Renda,87,3,10.95,6,25.904,0,0.225,-0.67,0,8.7125,0.0,0
CLI00310,CLI00310,Alta Renda,28,7,13.94,8,11.118,0,0.7,2.32,0,7.3987,0.0,0
CLI00311,CLI00311,Alta Renda,88,8,10.65,0,3.788,1,0.0,-0.97,0,0.0,0.0,1
CLI00312,CLI00312,Alta Renda,114,3,16.16,2,19.392,0,0.075,4.54,0,5.2128,0.0,0
CLI00313,CLI00313,Family Office,80,5,9.8,0,768.019,0,0.0,-1.82,0,0.0,3.0,0
CLI00314,CLI00314,Wealth,134,2,9.86,4,245.843,0,0.1,-1.76,0,7.8947,2.0,0
CLI00315,CLI00315,Private,93,3,15.92,4,23.714,0,0.15,4.3,0,7.3122,1.0,0
CLI00316,CLI00316,Alta Renda,59,6,8.29,4,4.677,0,0.3,-3.33,0,6.5896,0.0,0
CLI00317,CLI00317,Alta Renda,94,5,12.55,2,7.053,0,0.125,0.93,0,5.0029,0.0,0
CLI00318,CLI00318,Alta Renda,70,7,4.53,5,9.056,0,0.4375,-7.09,0,7.6377,0.0,0
CLI00319,CLI00319,Alta Renda,81,4,19.14,5,9.473,0,0.25,7.52,0,7.8958,0.0,0
CLI00320,CLI00320,Private,65,6,16.57,2,29.505,0,0.15,4.95,0,4.6028,1.0,0
CLI00321,CLI00321,Private,98,5,23.05,1,37.158,0,0.0625,11.43,0,3.1851,1.0,0
CLI00322,CLI00322,Private,54,6,17.12,3,67.498,0,0.225,5.5,0,5.5553,1.0,0
CLI00323,CLI00323,Alta Renda,40,3,6.76,6,9.134,0,0.225,-4.86,0,7.2263,0.0,0
CLI00324,CLI00324,Wealth,107,7,14.31,4,61.487,0,0.35,2.69,0,7.5356,2.0,0
CLI00325,CLI00325,Private,16,4,7.64,2,27.758,0,0.1,-3.98,0,3.1126,1.0,0
CLI00326,CLI00326,Private,104,5,18.13,2,19.987,0,0.125,6.51,0,5.1129,1.0,0
CLI00327,CLI00327,Private,115,1,6.88,3,42.521,0,0.0375,-4.74,0,6.5899,1.0,0
CLI00328,CLI00328,Alta Renda,79,8,6.67,5,3.754,0,0.5,-4.95,0,7.8515,0.0,0
CLI00329,CLI00329,Alta Renda,14,4,4.74,0,9.15,0,0.0,-6.88,0,0.0,0.0,0
CLI00330,CLI00330,Alta Renda,8,1,9.45,1,12.823,1,0.0125,-2.17,0,1.523,0.0,1
CLI00331,CLI00331,Private,90,6,8.6,4,35.599,1,0.3,-3.02,0,7.2599,1.0,1
CLI00332,CLI00332,Alta Renda,31,2,6.2,1,12.622,0,0.025,-5.42,0,2.4023,0.0,0
CLI00333,CLI00333,Alta Renda,77,4,19.86,1,3.421,0,0.05,8.24,0,3.0198,0.0,0
CLI00334,CLI00334,Alta Renda,53,6,13.73,3,4.881,0,0.225,2.11,0,5.5299,0.0,0
CLI00335,CLI00335,Alta Renda,122,1,13.23,4,3.941,0,0.05,1.61,0,7.7449,0.0,0
CLI00336,CLI00336,Wealth,17,3,18.17,4,53.978,0,0.15,6.55,0,4.6519,2.0,0
CLI00337,CLI00337,Private,138,3,12.58,0,24.941,0,0.0,0.96,0,0.0,1.0,0
CLI00338,CLI00338,Private,53,2,8.36,2,37.458,0,0.05,-3.26,0,4.3823,1.0,0
CLI00339,CLI00339,Alta Renda,42,8,4.36,4,8.439,0,0.4,-7.26,0,6.0534,0.0,0
CLI00340,CLI00340,Private,49,4,8.12,3,22.249,0,0.15,-3.5,0,5.4232,1.0,0
CLI00341,CLI00341,Private,20,4,17.82,3,20.368,0,0.15,6.2,0,4.2206,1.0,0
CLI00342,CLI00342,Alta Renda,48,4,6.23,1,3.0,0,0.05,-5.39,0,2.6976,0.0,0
CLI00343,CLI00343,Alta Renda,92,8,12.98,4,3.775,0,0.4,1.36,0,7.2949,0.0,0
CLI00344,CLI00344,Alta Renda,75,6,15.84,1,4.855,0,0.075,4.22,0,3.0018,0.0,0
CLI00345,CLI00345,Private,51,7,12.7,4,8.959,0,0.35,1.08,0,6.3593,1.0,0
CLI00346,CLI00346,Private,113,7,13.18,1,22.999,0,0.0875,1.56,0,3.2829,1.0,0
CLI00347,CLI00347,Alta Renda,128,2,14.25,1,3.0,0,0.025,2.63,0,3.3686,0.0,0
CLI00348,CLI00348,Alta Renda,26,4,13.09,1,6.894,0,0.05,1.47,0,2.2845,0.0,0
CLI00349,CLI00349,Private,112,6,18.26,0,9.725,0,0.0,6.64,0,0.0,1.0,0
CLI00350,CLI00350,Private,85,3,7.13,0,19.079,0,0.0,-4.49,0,0.0,1.0,0
CLI00351,CLI00351,Wealth,52,1,12.51,1,112.121,0,0.0125,0.89,0,2.752,2.0,0
CLI00352,CLI00352,Private,122,6,3.86,2,39.642,0,0.15,-7.76,0,5.2867,1.0,0
CLI00353,CLI00353,Alta Renda,129,8,2.79,2,3.0,0,0.2,-8.83,0,5.3475,0.0,0
CLI00354,CLI00354,Alta Renda,30,7,11.16,0,9.142,0,0.0,-0.46,0,0.0,0.0,0
CLI00355,CLI00355,Private,41,7,13.78,3,11.349,0,0.2625,2.16,0,5.1815,1.0,0
CLI00356,CLI00356,Alta Renda,56,3,18.35,2,5.627,1,0.075,6.73,0,4.4417,0.0,1
CLI00357,CLI00357,Private,20,3,21.66,4,24.986,0,0.15,10.04,0,4.9,1.0,0
CLI00358,CLI00358,Wealth,73,8,17.04,1,84.571,0,0.1,5.42,0,2.9834,2.0,0
CLI00359,CLI00359,Private,26,1,14.55,1,29.122,0,0.0125,2.93,0,2.2845,1.0,0
CLI00360,CLI00360,Alta Renda,24,3,12.17,5,4.967,1,0.1875,0.55,0,5.7675,0.0,1
CLI00361,CLI00361,Private,39,2,5.07,1,24.265,0,0.025,-6.55,0,2.5569,1.0,0
CLI00362,CLI00362,Private,83,1,10.89,1,20.977,0,0.0125,-0.73,0,3.0712,1.0,0
CLI00363,CLI00363,Private,130,3,16.92,3,34.037,0,0.1125,5.3,0,6.7585,1.0,0
CLI00364,CLI00364,Wealth,122,5,15.27,1,129.607,0,0.0625,3.65,0,3.3356,2.0,0
CLI00365,CLI00365,Alta Renda,57,6,6.1,5,5.433,0,0.375,-5.52,0,7.2753,0.0,0
CLI00366,CLI00366,Family Office,32,3,14.08,3,251.467,0,0.1125,2.46,0,4.8472,3.0,0
CLI00367,CLI00367,Wealth,40,2,13.72,2,154.386,0,0.05,2.1,0,4.0798,2.0,0
CLI00368,CLI00368,Alta Renda,141,4,12.97,2,6.771,1,0.1,1.35,0,5.4445,0.0,1
CLI00369,CLI00369,Alta Renda,111,3,11.38,4,9.699,0,0.15,-0.24,0,7.5941,0.0,0
CLI00370,CLI00370,Alta Renda,7,7,14.3,4,14.444,0,0.35,2.68,0,3.3467,0.0,0
CLI00371,CLI00371,Alta Renda,82,7,14.43,1,12.226,0,0.0875,2.81,0,3.0629,0.0,0
CLI00372,CLI00372,Alta Renda,137,7,8.81,4,23.887,1,0.35,-2.81,0,7.9301,0.0,1
CLI00373,CLI00373,Private,95,4,13.41,1,36.991,0,0.05,1.79,0,3.1638,1.0,0
CLI00374,CLI00374,Alta Renda,94,7,10.7,0,10.148,0,0.0,-0.92,0,0.0,0.0,0
CLI00375,CLI00375,Alta Renda,99,5,5.25,3,7.562,0,0.1875,-6.37,0,6.3841,0.0,0
CLI00376,CLI00376,Wealth,12,3,9.14,2,95.511,0,0.075,-2.48,0,2.8179,2.0,0
CLI00377,CLI00377,Alta Renda,100,8,4.93,1,5.444,0,0.1,-6.69,0,3.199,0.0,0
CLI00378,CLI00378,Private,113,7,15.62,4,28.026,0,0.35,4.0,0,7.6226,1.0,0
CLI00379,CLI00379,Alta Renda,79,1,12.99,2,5.545,0,0.025,1.37,0,4.8141,0.0,0
CLI00380,CLI00380,Alta Renda,44,8,10.01,5,9.416,0,0.5,-1.61,0,6.8206,0.0,0
CLI00381,CLI00381,Private,76,4,17.47,3,21.688,0,0.15,5.85,0,6.0218,1.0,0
CLI00382,CLI00382,Private,61,5,11.79,1,47.042,0,0.0625,0.17,0,2.8607,1.0,0
CLI00383,CLI00383,Wealth,47,1,5.49,3,51.704,0,0.0375,-6.13,0,5.3666,2.0,0
CLI00384,CLI00384,Private,41,1,9.65,4,12.753,1,0.05,-1.97,0,6.0155,1.0,1
CLI00385,CLI00385,Private,89,1,18.36,3,42.293,0,0.0375,6.74,0,6.2381,1.0,0
CLI00386,CLI00386,Alta Renda,123,1,8.69,5,4.04,0,0.0625,-2.93,0,8.6368,0.0,0
CLI00387,CLI00387,Alta Renda,12,8,12.66,4,7.939,0,0.4,1.04,0,4.1281,0.0,0
CLI00388,CLI00388,Private,59,8,14.62,3,36.018,0,0.3,3.0,0,5.676,1.0,0
CLI00389,CLI00389,Private,134,3,13.98,1,31.551,0,0.0375,2.36,0,3.4001,1.0,0
CLI00390,CLI00390,Family Office,125,7,21.79,3,306.387,0,0.2625,10.17,0,6.7045,3.0,0
CLI00391,CLI00391,Alta Renda,111,6,6.56,1,6.928,0,0.075,-5.06,0,3.2706,0.0,0
CLI00392,CLI00392,Alta Renda,52,3,6.98,1,4.69,0,0.0375,-4.64,0,2.752,0.0,0
CLI00393,CLI00393,Private,128,3,6.63,4,27.834,1,0.15,-4.99,0,7.8216,1.0,1
CLI00394,CLI00394,Alta Renda,124,5,10.26,3,3.927,0,0.1875,-1.36,0,6.6935,0.0,0
CLI00395,CLI00395,Wealth,123,5,16.12,3,176.852,0,0.1875,4.5,0,6.6823,2.0,0
CLI00396,CLI00396,Wealth,26,7,7.17,1,70.089,0,0.0875,-4.45,0,2.2845,2.0,0
CLI00397,CLI00397,Alta Renda,142,6,16.18,6,28.064,0,0.45,4.56,0,9.6572,0.0,0
CLI00398,CLI00398,Private,31,5,11.65,3,9.009,0,0.1875,0.03,0,4.8045,1.0,0
CLI00399,CLI00399,Private,14,7,6.84,1,64.368,0,0.0875,-4.78,0,1.8771,1.0,0
CLI00400,CLI00400,Alta Renda,20,7,4.14,4,3.247,1,0.35,-7.48,0,4.9,0.0,1
CLI00401,CLI00401,Wealth,15,8,5.08,1,62.525,0,0.1,-6.54,0,1.9218,2.0,0
CLI00402,CLI00402,Private,127,2,8.7,4,46.312,0,0.1,-2.92,0,7.809,1.0,0
CLI00403,CLI00403,Private,126,8,10.79,4,15.727,0,0.4,-0.83,0,7.7964,1.0,0
CLI00404,CLI00404,Alta Renda,130,6,17.15,1,6.744,0,0.075,5.53,0,3.3792,0.0,0
CLI00405,CLI00405,Wealth,77,5,14.86,1,120.688,0,0.0625,3.24,0,3.0198,2.0,0
CLI00406,CLI00406,Alta Renda,54,6,7.98,1,13.713,0,0.075,-3.64,0,2.7777,0.0,0
CLI00407,CLI00407,Alta Renda,96,3,13.22,2,9.364,0,0.075,1.6,0,5.0258,0.0,0
CLI00408,CLI00408,Wealth,42,3,18.44,4,31.401,0,0.15,6.82,0,6.0534,2.0,0
CLI00409,CLI00409,Alta Renda,73,6,19.37,3,5.395,0,0.225,7.75,0,5.9667,0.0,0
CLI00410,CLI00410,Alta Renda,55,2,10.18,2,3.634,0,0.05,-1.44,0,4.4223,0.0,0
CLI00411,CLI00411,Wealth,24,2,15.52,6,141.819,0,0.15,3.9,0,6.2636,2.0,0
CLI00412,CLI00412,Wealth,105,8,17.34,3,124.927,0,0.3,5.72,0,6.4649,2.0,0
CLI00413,CLI00413,Private,65,6,5.17,1,44.145,0,0.075,-6.45,0,2.904,1.0,0
CLI00414,CLI00414,Private,94,5,9.35,3,31.359,0,0.1875,-2.27,0,6.313,1.0,0
CLI00415,CLI00415,Alta Renda,74,8,20.82,1,7.518,0,0.1,9.2,0,2.9927,0.0,0
CLI00416,CLI00416,Alta Renda,54,4,10.24,2,3.0,0,0.1,-1.38,0,4.4025,0.0,0
CLI00417,CLI00417,Alta Renda,113,2,-0.8,4,7.686,0,0.1,-12.42,0,7.6226,0.0,0
CLI00418,CLI00418,Private,124,1,10.99,3,19.735,0,0.0375,-0.63,0,6.6935,1.0,0
CLI00419,CLI00419,Private,42,8,16.22,4,57.242,0,0.4,4.6,0,6.0534,1.0,0
CLI00420,CLI00420,Private,16,3,11.53,3,21.622,0,0.1125,-0.09,0,3.9277,1.0,0
CLI00421,CLI00421,Private,143,8,14.5,0,63.173,1,0.0,2.88,0,0.0,1.0,1
CLI00422,CLI00422,Alta Renda,83,6,15.44,7,7.135,0,0.525,3.82,0,9.2136,0.0,0
CLI00423,CLI00423,Private,82,1,10.01,2,38.581,0,0.025,-1.61,0,4.8546,1.0,0
CLI00424,CLI00424,Alta Renda,7,6,9.32,4,12.61,0,0.3,-2.3,0,3.3467,0.0,0
CLI00425,CLI00425,Private,69,7,12.14,1,49.707,0,0.0875,0.52,0,2.9448,1.0,0
CLI00426,CLI00426,Alta Renda,40,3,12.25,3,3.732,0,0.1125,0.63,0,5.1481,0.0,0
CLI00427,CLI00427,Wealth,12,3,11.73,3,228.072,0,0.1125,0.11,0,3.5558,2.0,0
CLI00428,CLI00428,Alta Renda,90,2,11.9,5,5.859,0,0.125,0.28,0,8.0824,0.0,0
CLI00429,CLI00429,Alta Renda,72,8,8.36,1,8.901,0,0.1,-3.26,0,2.9739,0.0,0
CLI00430,CLI00430,Alta Renda,47,2,14.65,3,7.838,0,0.075,3.03,0,5.3666,0.0,0
CLI00431,CLI00431,Private,123,1,14.02,1,39.633,0,0.0125,2.4,0,3.3412,1.0,0
CLI00432,CLI00432,Private,130,8,5.89,0,38.546,0,0.0,-5.73,0,0.0,1.0,0
CLI00433,CLI00433,Alta Renda,29,7,9.87,4,3.345,0,0.35,-1.75,0,5.474,0.0,0
CLI00434,CLI00434,Alta Renda,51,6,11.89,3,4.903,0,0.225,0.27,0,5.4776,0.0,0
CLI00435,CLI00435,Private,24,7,9.26,2,31.86,1,0.175,-2.36,0,3.5363,1.0,1
CLI00436,CLI00436,Alta Renda,73,3,14.18,2,15.118,0,0.075,2.56,0,4.7285,0.0,0
CLI00437,CLI00437,Private,107,1,11.22,3,18.104,0,0.0375,-0.4,0,6.4908,1.0,0
CLI00438,CLI00438,Private,47,4,12.21,2,29.07,0,0.1,0.59,0,4.2529,1.0,0
CLI00439,CLI00439,Alta Renda,37,1,9.82,4,8.073,0,0.05,-1.8,0,5.8545,0.0,0
CLI00440,CLI00440,Alta Renda,114,5,3.13,2,3.0,0,0.125,-8.49,0,5.2128,0.0,0
CLI00441,CLI00441,Family Office,41,1,2.89,7,502.581,0,0.0875,-8.73,0,7.7723,3.0,0
CLI00442,CLI00442,Alta Renda,102,7,13.98,3,11.378,0,0.2625,2.36,0,6.4251,0.0,0
CLI00443,CLI00443,Alta Renda,136,5,12.62,2,3.0,0,0.125,1.0,0,5.4052,0.0,0
CLI00444,CLI00444,Private,78,5,13.34,3,48.523,0,0.1875,1.72,0,6.0573,1.0,0
CLI00445,CLI00445,Wealth,141,8,12.06,1,79.458,0,0.1,0.44,0,3.4351,2.0,0
CLI00446,CLI00446,Family Office,102,8,12.4,3,951.829,0,0.3,0.78,0,6.4251,3.0,0
CLI00447,CLI00447,Private,128,5,15.57,3,43.11,0,0.1875,3.95,0,6.7371,1.0,0
CLI00448,CLI00448,Alta Renda,75,4,13.37,3,5.912,0,0.15,1.75,0,6.0037,0.0,0
CLI00449,CLI00449,Alta Renda,18,8,15.87,7,9.542,0,0.7,4.25,0,6.1228,0.0,0
CLI00450,CLI00450,Private,54,1,12.22,3,37.824,1,0.0375,0.6,0,5.5553,1.0,1
CLI00451,CLI00451,Private,65,7,10.24,2,7.963,0,0.175,-1.38,0,4.6028,1.0,0
CLI00452,CLI00452,Alta Renda,135,1,12.32,1,13.646,0,0.0125,0.7,0,3.4052,0.0,0
CLI00453,CLI00453,Wealth,10,4,7.99,3,260.244,0,0.15,-3.63,0,3.3242,2.0,0
CLI00454,CLI00454,Alta Renda,32,3,9.9,2,3.0,0,0.075,-1.72,0,3.8413,0.0,0
CLI00455,CLI00455,Private,13,2,12.25,1,24.638,0,0.025,0.63,0,1.8293,1.0,0
CLI00456,CLI00456,Alta Renda,55,7,12.19,3,10.353,0,0.2625,0.57,0,5.5803,0.0,0
CLI00457,CLI00457,Private,72,8,11.05,5,23.132,0,0.5,-0.57,0,7.6875,1.0,0
CLI00458,CLI00458,Alta Renda,49,7,5.67,4,11.244,0,0.35,-5.95,0,6.2962,0.0,0
CLI00459,CLI00459,Alta Renda,130,1,14.17,4,5.153,1,0.05,2.55,0,7.8463,0.0,1
CLI00460,CLI00460,Alta Renda,63,2,15.0,5,7.359,0,0.125,3.38,0,7.4517,0.0,0
CLI00461,CLI00461,Private,8,6,18.4,2,14.444,0,0.15,6.78,0,2.4139,1.0,0
CLI00462,CLI00462,Private,91,6,13.36,3,48.157,0,0.225,1.74,0,6.2685,1.0,0
CLI00463,CLI00463,Private,75,8,11.51,3,8.306,0,0.3,-0.11,0,6.0037,1.0,0
CLI00464,CLI00464,Family Office,135,4,7.25,4,2913.084,0,0.2,-4.37,0,7.9066,3.0,0
CLI00465,CLI00465,Alta Renda,7,6,17.77,1,3.0,0,0.075,6.15,0,1.4414,0.0,0
CLI00466,CLI00466,Alta Renda,107,7,12.54,2,3.0,0,0.175,0.92,0,5.1438,0.0,0
CLI00467,CLI00467,Wealth,40,6,12.31,2,155.205,0,0.15,0.69,0,4.0798,2.0,0
CLI00468,CLI00468,Alta Renda,103,3,10.43,3,12.879,0,0.1125,-1.19,0,6.4385,0.0,0
CLI00469,CLI00469,Family Office,35,3,10.16,1,581.403,0,0.0375,-1.46,0,2.4839,3.0,0
CLI00470,CLI00470,Alta Renda,121,8,14.39,1,5.204,1,0.1,2.77,0,3.3299,0.0,1
CLI00471,CLI00471,Family Office,13,3,7.21,5,187.731,0,0.1875,-4.41,0,4.7286,3.0,0
CLI00472,CLI00472,Alta Renda,49,6,18.33,1,5.786,0,0.075,6.71,0,2.7116,0.0,0
CLI00473,CLI00473,Wealth,41,4,17.41,1,108.101,0,0.05,5.79,0,2.5908,2.0,0
CLI00474,CLI00474,Private,82,5,10.01,1,46.256,0,0.0625,-1.61,0,3.0629,1.0,0
CLI00475,CLI00475,Family Office,36,5,7.87,1,373.829,0,0.0625,-3.75,0,2.5029,3.0,0
CLI00476,CLI00476,Alta Renda,52,8,3.04,1,7.964,0,0.1,-8.58,0,2.752,0.0,0
CLI00477,CLI00477,Private,60,2,6.24,1,62.162,0,0.025,-5.38,0,2.8494,1.0,0
CLI00478,CLI00478,Family Office,111,5,14.57,3,1030.909,0,0.1875,2.95,0,6.5412,3.0,0
CLI00479,CLI00479,Private,126,5,12.82,2,24.688,0,0.125,1.2,0,5.3219,1.0,0
CLI00480,CLI00480,Private,60,3,13.57,5,26.779,0,0.1875,1.95,0,7.3657,1.0,0
CLI00481,CLI00481,Private,17,3,3.75,5,50.036,0,0.1875,-7.87,0,5.1789,1.0,0
CLI00482,CLI00482,Private,141,6,9.84,2,17.708,0,0.15,-1.78,0,5.4445,1.0,0
CLI00483,CLI00483,Private,8,8,17.24,2,41.624,0,0.2,5.62,0,2.4139,1.0,0
CLI00484,CLI00484,Private,35,2,11.1,4,16.143,0,0.1,-0.52,0,5.7675,1.0,0
CLI00485,CLI00485,Wealth,28,8,6.16,0,358.286,1,0.0,-5.46,0,0.0,2.0,1
CLI00486,CLI00486,Alta Renda,97,1,11.03,2,5.724,0,0.025,-0.59,0,5.0371,0.0,0
CLI00487,CLI00487,Alta Renda,120,7,8.26,3,5.439,0,0.2625,-3.36,0,6.6484,0.0,0
CLI00488,CLI00488,Wealth,109,2,12.9,3,117.023,0,0.075,1.28,0,6.5162,2.0,0
CLI00489,CLI00489,Wealth,123,2,11.59,2,78.535,0,0.05,-0.03,0,5.2956,2.0,0
CLI00490,CLI00490,Private,10,4,13.78,2,13.487,0,0.1,2.16,0,2.6344,1.0,0
CLI00491,CLI00491,Private,109,8,6.38,3,33.442,0,0.3,-5.24,0,6.5162,1.0,0
CLI00492,CLI00492,Alta Renda,113,6,9.62,1,8.696,0,0.075,-2.0,0,3.2829,0.0,0
CLI00493,CLI00493,Alta Renda,70,4,16.08,1,3.075,0,0.05,4.46,0,2.9547,0.0,0
CLI00494,CLI00494,Private,126,2,5.81,3,27.555,0,0.075,-5.81,0,6.7155,1.0,0
CLI00495,CLI00495,Alta Renda,35,2,7.29,1,13.248,0,0.025,-4.33,0,2.4839,0.0,0
CLI00496,CLI00496,Private,89,2,12.34,6,9.97,0,0.15,0.72,0,8.7562,1.0,0
CLI00497,CLI00497,Alta Renda,37,5,12.7,2,6.167,1,0.125,1.08,0,3.9963,0.0,1
CLI00498,CLI00498,Family Office,21,8,9.45,6,329.565,0,0.6,-2.17,0,6.0149,3.0,0
CLI00499,CLI00499,Family Office,43,7,10.33,8,260.591,0,0.7,-1.29,0,8.3147,3.0,0
CLI00500,CLI00500,Private,41,7,13.74,1,65.457,0,0.0875,2.12,0,2.5908,1.0,0
CLI00501,CLI00501,Private,119,4,15.07,2,21.832,0,0.1,3.45,0,5.2596,1.0,0
CLI00502,CLI00502,Alta Renda,71,2,7.01,1,4.026,0,0.025,-4.61,0,2.9644,0.0,0
CLI00503,CLI00503,Private,110,7,13.03,6,38.039,0,0.525,1.41,0,9.1643,1.0,0
CLI00504,CLI00504,Private,90,3,17.85,3,73.355,0,0.1125,6.23,0,6.2534,1.0,0
