cliente_id,segmento,meses_cliente,qtd_produtos,retorno_12m_pct,freq_contato_mes,auc_milhoes,churn,assessor_id,risco_saida_assessor,prob_saida_assessor,auc_exposto,dias_desde_ultimo_contato,variacao_freq_contato_3m,tempo_resposta_medio_horas,qtd_emails_marketing_recebidos,sem_historico_12m,cliente_novo_sem_contato_hist
CLI00208,Alta Renda,71,3,5.68,4.0,6.511,0,ADV0000,1,0.1134,0.738,12.8,0.336,6.1,5,0,0
CLI00209,Alta Renda,10,2,,2.0,3.989,0,ADV0008,0,0.1289,0.514,22.6,0.058,5.4,3,1,0
CLI00210,Private,50,3,7.72,2.0,69.887,0,ADV0027,0,0.1397,9.763,13.2,-0.134,7.5,9,0,0
CLI00211,Private,52,2,8.28,3.0,25.985,0,ADV0034,0,0.056,1.455,4.1,0.032,13.6,3,0,0
CLI00212,Private,36,6,14.18,4.0,14.623,0,ADV0032,0,0.1735,2.537,8.1,-0.145,36.3,5,0,0
CLI00213,Alta Renda,15,3,10.3,4.0,16.465,1,ADV0011,0,0.0656,1.08,12.5,-0.825,19.6,4,0,0
CLI00214,Private,123,5,12.79,6.0,43.216,0,ADV0035,0,0.0652,2.818,13.6,0.15,23.7,4,0,0
CLI00215,Alta Renda,19,7,2.44,1.0,7.447,0,ADV0011,0,0.0656,0.489,18.8,-0.031,40.8,7,0,0
CLI00216,Alta Renda,85,5,12.69,3.0,3.565,0,ADV0016,0,0.1544,0.55,13.7,0.265,16.0,2,0,0
CLI00217,Private,98,6,12.41,1.0,20.867,1,ADV0038,0,0.1127,2.352,14.2,0.02,26.9,6,0,0
CLI00218,Private,15,2,9.36,3.0,47.719,0,ADV0032,0,0.1735,8.279,4.6,-0.075,7.2,7,0,0
CLI00219,Wealth,81,5,2.79,3.0,474.659,0,ADV0044,0,0.1616,76.705,19.7,-0.125,17.6,10,0,0
CLI00220,Private,99,2,10.61,3.0,20.88,0,ADV0033,0,0.0642,1.34,11.1,-0.246,20.7,7,0,0
CLI00221,Private,110,5,11.34,2.7857142857142856,75.147,0,ADV0028,0,0.1197,8.995,14.5,0.179,4.4,6,0,0
CLI00222,Alta Renda,6,5,9.96,2.816326530612245,7.321,0,ADV0005,0,0.154,1.127,10.1,0.481,6.7,3,0,0
CLI00223,Alta Renda,138,2,3.79,2.0,6.268,0,ADV0018,0,0.1071,0.671,8.0,-0.084,10.8,5,0,0
CLI00224,Alta Renda,25,4,18.2,2.0,6.128,0,ADV0013,0,0.1362,0.835,10.4,-0.15,7.7,4,0,0
CLI00225,Alta Renda,13,5,8.82,2.0,9.61,0,ADV0011,0,0.0656,0.63,14.7,-0.164,11.7,2,0,0
CLI00226,Family Office,6,3,,3.0,560.928,0,ADV0048,0,0.1202,67.424,13.1,-0.15,3.8,3,1,0
CLI00227,Alta Renda,62,7,1.38,0.0,6.272,0,ADV0019,0,0.1791,1.123,24.4,0.363,38.4,8,0,0
CLI00228,Wealth,69,6,18.2,0.0,211.35,0,ADV0045,0,0.0857,18.113,3.4,-0.158,25.3,4,0,0
CLI00229,Private,123,4,9.54,2.7650602409638556,20.511,1,ADV0031,0,0.1595,3.272,4.7,-0.374,91.7,3,0,0
CLI00230,Private,33,2,11.91,2.0,115.705,0,ADV0040,0,0.1452,16.8,11.0,-0.273,4.8,9,0,0
CLI00231,Private,126,4,16.21,5.0,31.476,0,ADV0025,0,0.1058,3.33,19.0,0.065,18.1,8,0,0
CLI00232,Private,112,1,8.66,2.7857142857142856,64.25,0,ADV0028,0,0.1197,7.691,21.8,-0.015,7.8,4,0,0
CLI00233,Private,54,1,15.55,2.7857142857142856,20.25,0,ADV0024,0,0.102,2.065,8.3,-0.25,5.4,2,0,0
CLI00234,Alta Renda,125,5,2.84,2.816326530612245,5.917,0,ADV0010,0,0.1446,0.856,0.7,-0.196,24.4,5,0,0
CLI00235,Private,49,5,13.81,6.0,12.748,0,ADV0036,0,0.2067,2.635,8.5,0.337,14.0,4,0,0
CLI00236,Alta Renda,61,3,18.1,2.816326530612245,14.809,0,ADV0014,1,0.1786,2.645,17.2,0.007,10.3,5,0,0
CLI00237,Alta Renda,116,7,9.06,1.0,3.0,0,ADV0001,0,0.0542,0.163,12.9,0.022,16.3,6,0,0
CLI00238,Private,139,6,16.2,4.0,7.018,0,ADV0032,0,0.1735,1.218,19.4,0.023,6.9,2,0,0
CLI00239,Alta Renda,113,4,19.2,6.0,6.805,0,ADV0009,0,0.1144,0.778,28.2,0.307,6.7,0,0,0
CLI00240,Wealth,119,1,10.43,2.0,313.774,0,ADV0047,0,0.1208,37.904,11.6,-0.23,8.0,2,0,0
CLI00241,Wealth,83,5,10.08,3.0,33.85,0,ADV0048,0,0.1202,4.069,9.3,-0.087,27.5,3,0,0
CLI00242,Wealth,135,8,7.73,4.0,48.204,0,ADV0046,1,0.1543,7.438,6.3,-0.037,26.1,2,0,0
CLI00243,Alta Renda,42,8,9.36,0.0,11.667,0,ADV0018,0,0.1071,1.25,3.8,-0.379,4.6,2,0,0
CLI00244,Alta Renda,25,6,8.08,2.6315789473684212,9.882,0,ADV0000,1,0.1134,1.121,2.9,-0.202,37.3,5,0,0
CLI00245,Wealth,31,4,7.72,1.0,262.58,0,ADV0047,0,0.1208,31.72,7.7,0.23,13.1,9,0,0
CLI00246,Alta Renda,34,5,16.54,1.0,12.267,0,ADV0021,0,0.1223,1.5,25.7,0.167,17.9,2,0,0
CLI00247,Family Office,6,5,,1.0,996.443,0,ADV0048,0,0.1202,119.772,20.7,0.206,7.8,3,1,0
CLI00248,Family Office,124,1,12.59,4.0,689.966,0,ADV0048,0,0.1202,82.934,8.9,-0.13,13.6,7,0,0
CLI00249,Wealth,40,1,11.66,1.0,35.036,0,ADV0044,0,0.1616,5.662,46.5,-0.102,5.4,3,0,0
CLI00250,Alta Renda,64,5,17.79,2.816326530612245,21.28,0,ADV0015,0,0.1504,3.201,8.1,-0.393,7.4,4,0,0
CLI00251,Alta Renda,74,2,9.39,3.0,17.82,0,ADV0019,0,0.1791,3.192,29.9,0.205,23.1,8,0,0
CLI00252,Wealth,17,5,13.1,3.0,71.086,0,ADV0044,0,0.1616,11.487,34.4,0.241,23.4,5,0,0
CLI00253,Alta Renda,25,6,14.82,2.816326530612245,3.708,0,ADV0016,0,0.1544,0.573,18.0,0.238,18.4,5,0,0
CLI00254,Alta Renda,48,5,17.76,3.0,3.0,0,ADV0008,0,0.1289,0.387,7.6,0.353,9.8,1,0,0
CLI00255,Private,131,3,9.33,2.7857142857142856,60.23,0,ADV0028,0,0.1197,7.21,9.9,0.093,4.6,5,0,0
CLI00256,Wealth,55,7,8.9,3.0,418.406,0,ADV0047,0,0.1208,50.543,14.9,0.343,29.6,10,0,0
CLI00257,Private,34,3,7.04,2.8461538461538463,29.166,0,ADV0035,0,0.0652,1.902,4.0,-0.044,24.6,4,0,0
CLI00258,Private,44,3,20.89,5.0,13.246,0,ADV0028,0,0.1197,1.586,5.8,-0.389,2.5,2,0,0
CLI00259,Alta Renda,43,2,17.31,2.0,8.379,0,ADV0005,0,0.154,1.29,5.4,0.189,23.7,4,0,0
CLI00260,Private,89,2,11.32,1.0,61.752,0,ADV0030,0,0.1175,7.256,18.9,-0.397,10.3,4,0,0
CLI00261,Family Office,133,8,19.61,1.0,565.347,0,ADV0049,0,0.1398,79.036,28.0,0.037,21.1,3,0,0
CLI00262,Alta Renda,131,5,11.07,3.0,3.324,0,ADV0006,0,0.1377,0.458,21.2,0.21,3.9,6,0,0
CLI00263,Private,50,3,14.54,2.0,56.025,0,ADV0025,0,0.1058,5.927,25.1,0.071,8.1,3,0,0
CLI00264,Wealth,57,2,11.54,6.0,58.805,0,ADV0045,0,0.0857,5.04,7.1,0.501,14.3,7,0,0
CLI00265,Private,85,1,13.17,0.0,64.176,0,ADV0037,0,0.1863,11.956,10.2,-0.433,38.4,8,0,0
CLI00266,Private,129,5,12.73,3.0,12.533,0,ADV0035,0,0.0652,0.817,10.8,-0.018,14.4,4,0,0
CLI00267,Private,124,6,9.72,3.0,59.149,0,ADV0035,0,0.0652,3.857,17.9,0.004,26.8,5,0,0
CLI00268,Alta Renda,13,7,16.09,5.0,3.0,0,ADV0017,0,0.0868,0.26,7.8,-0.296,15.7,5,0,0
CLI00269,Alta Renda,90,4,14.51,1.0,8.33,1,ADV0015,0,0.1504,1.253,26.8,-0.308,18.8,1,0,0
CLI00270,Private,134,5,15.82,2.0,35.256,0,ADV0041,1,0.1061,3.741,33.8,-0.186,19.1,2,0,0
CLI00271,Private,13,4,12.84,2.0,65.942,0,ADV0041,1,0.1061,6.996,18.6,-0.242,12.9,2,0,0
CLI00272,Wealth,101,3,7.69,2.963855421686747,33.678,0,ADV0045,0,0.0857,2.886,9.9,-0.024,22.7,5,0,0
CLI00273,Wealth,107,7,18.68,3.0,113.447,0,ADV0046,1,0.1543,17.505,6.6,-0.133,5.7,3,0,0
CLI00274,Private,10,4,10.4,2.0,38.778,0,ADV0025,0,0.1058,4.103,5.4,0.07,13.0,2,0,0
CLI00275,Private,91,3,13.03,3.0,31.063,1,ADV0024,0,0.102,3.168,4.5,0.017,50.6,4,0,0
CLI00276,Private,39,1,14.17,2.0,59.632,1,ADV0040,0,0.1452,8.659,25.6,0.032,28.8,2,0,0
CLI00277,Private,60,4,13.0,2.0,46.681,0,ADV0032,0,0.1735,8.099,10.6,-0.09,16.7,5,0,0
CLI00278,Private,124,7,15.34,4.0,53.585,0,ADV0035,0,0.0652,3.494,23.1,0.063,25.1,5,0,0
CLI00279,Private,119,8,16.01,2.0,20.892,1,ADV0040,0,0.1452,3.034,8.6,0.237,34.1,2,0,0
CLI00280,Wealth,31,5,10.56,5.0,34.593,0,ADV0045,0,0.0857,2.965,11.5,0.098,2.2,5,0,0
CLI00281,Alta Renda,141,3,18.33,1.0,9.562,0,ADV0017,0,0.0868,0.83,16.0,0.409,11.0,4,0,0
CLI00282,Alta Renda,52,5,10.38,3.0,17.94,0,ADV0018,0,0.1071,1.921,18.3,0.216,8.1,4,0,0
CLI00283,Alta Renda,118,7,12.91,1.0,10.682,0,ADV0005,0,0.154,1.645,21.4,0.378,4.1,3,0,0
CLI00284,Private,81,2,9.87,3.0,25.248,0,ADV0029,0,0.1427,3.603,14.9,-0.548,44.0,4,0,0
CLI00285,Alta Renda,77,3,8.67,3.0,20.119,0,ADV0001,0,0.0542,1.09,4.2,0.021,19.7,5,0,0
CLI00286,Private,94,4,15.89,3.0,9.894,0,ADV0022,1,0.1452,1.437,17.3,-0.071,24.6,2,0,0
CLI00287,Private,51,3,24.61,1.0,20.008,0,ADV0027,0,0.1397,2.795,7.8,-0.027,8.4,7,0,0
CLI00288,Alta Renda,38,5,9.98,3.0,8.512,0,ADV0014,1,0.1786,1.52,28.8,-0.177,10.8,8,0,0
CLI00289,Private,6,1,,1.0,44.99,0,ADV0029,0,0.1427,6.42,13.3,0.087,13.4,5,1,0
CLI00290,Alta Renda,36,3,10.13,4.0,3.747,0,ADV0001,0,0.0542,0.203,15.5,-0.398,17.5,5,0,0
CLI00291,Alta Renda,58,4,11.46,0.0,11.002,0,ADV0001,0,0.0542,0.596,57.1,0.089,22.2,1,0,0
CLI00292,Private,53,2,18.88,4.0,39.28,0,ADV0042,0,0.2352,9.239,21.7,-0.17,21.3,3,0,0
CLI00293,Alta Renda,74,8,6.99,3.0,14.582,0,ADV0017,0,0.0868,1.266,17.1,-0.11,11.4,6,0,0
CLI00294,Alta Renda,110,6,5.88,2.0,8.68,0,ADV0006,0,0.1377,1.195,11.8,0.096,34.8,1,0,0
CLI00295,Private,95,1,11.13,2.0,15.557,1,ADV0025,0,0.1058,1.646,7.0,0.051,30.7,3,0,0
CLI00296,Private,68,8,14.29,4.0,60.438,0,ADV0039,0,0.1042,6.298,11.2,0.232,16.3,6,0,0
CLI00297,Alta Renda,78,2,13.45,2.0,15.545,0,ADV0010,0,0.1446,2.248,6.5,-0.213,13.7,3,0,0
CLI00298,Private,94,3,13.01,2.7650602409638556,166.676,0,ADV0031,0,0.1595,26.585,36.4,-0.018,10.7,7,0,0
CLI00299,Alta Renda,18,5,11.64,2.0,6.541,0,ADV0004,0,0.1679,1.098,17.2,0.196,17.6,5,0,0
CLI00300,Alta Renda,78,7,14.8,2.6315789473684212,9.451,1,ADV0002,0,0.1022,0.966,31.8,-0.093,31.7,5,0,0
CLI00301,Private,82,5,-0.74,3.0,16.29,0,ADV0026,0,0.1872,3.049,8.1,0.094,14.0,3,0,0
CLI00302,Private,73,8,8.35,5.0,24.746,0,ADV0027,0,0.1397,3.457,6.9,0.244,8.9,4,0,0
CLI00303,Private,103,4,11.11,2.0,19.283,0,ADV0031,0,0.1595,3.076,20.3,-0.089,13.7,1,0,0
CLI00304,Private,130,5,14.46,0.0,26.45,0,ADV0037,0,0.1863,4.928,6.3,-0.136,16.5,7,0,0
CLI00305,Family Office,107,1,17.76,2.0,485.691,0,ADV0048,0,0.1202,58.38,9.3,0.127,5.4,4,0,0
CLI00306,Private,137,5,7.78,3.0,33.001,0,ADV0025,0,0.1058,3.492,37.5,-0.033,4.3,5,0,0
CLI00307,Alta Renda,107,4,17.62,3.0,6.36,0,ADV0016,0,0.1544,0.982,9.6,0.247,9.1,4,0,0
CLI00308,Private,24,6,9.6,1.0,18.427,0,ADV0040,0,0.1452,2.676,3.7,0.081,34.7,6,0,0
CLI00309,Alta Renda,87,3,10.95,6.0,25.904,0,ADV0013,0,0.1362,3.528,2.4,-0.137,28.4,8,0,0
CLI00310,Alta Renda,28,7,13.94,8.0,11.118,0,ADV0021,0,0.1223,1.36,3.2,0.074,3.4,3,0,0
CLI00311,Alta Renda,88,8,10.65,0.0,3.788,1,ADV0004,0,0.1679,0.636,39.3,-0.414,16.1,6,0,0
CLI00312,Alta Renda,114,3,16.16,2.0,19.392,0,ADV0001,0,0.0542,1.051,8.5,0.208,21.9,12,0,0
CLI00313,Family Office,80,5,9.8,3.272727272727273,768.019,0,ADV0048,0,0.1202,92.316,56.0,-0.307,9.9,8,0,0
CLI00314,Wealth,134,2,9.86,4.0,245.843,0,ADV0043,0,0.0608,14.947,34.1,0.269,18.2,5,0,0
CLI00315,Private,93,3,15.92,4.0,23.714,0,ADV0035,0,0.0652,1.546,43.2,0.071,3.6,6,0,0
CLI00316,Alta Renda,59,6,8.29,4.0,4.677,0,ADV0020,0,0.1143,0.535,25.5,-0.036,13.5,1,0,0
CLI00317,Alta Renda,94,5,12.55,2.0,7.053,0,ADV0009,0,0.1144,0.807,19.6,0.168,12.6,2,0,0
CLI00318,Alta Renda,70,7,4.53,5.0,9.056,0,ADV0008,0,0.1289,1.167,6.7,0.112,24.7,6,0,0
CLI00319,Alta Renda,81,4,19.14,5.0,9.473,0,ADV0012,0,0.0662,0.627,13.0,0.293,17.5,5,0,0
CLI00320,Private,65,6,16.57,2.0,29.505,0,ADV0027,0,0.1397,4.122,20.9,0.291,14.8,5,0,0
CLI00321,Private,98,5,23.05,1.0,37.158,0,ADV0036,0,0.2067,7.681,24.5,0.078,2.9,2,0,0
CLI00322,Private,54,6,17.12,3.0,67.498,0,ADV0033,0,0.0642,4.333,4.9,-0.192,41.2,3,0,0
CLI00323,Alta Renda,40,3,6.76,6.0,9.134,0,ADV0014,1,0.1786,1.631,11.3,-0.119,20.9,6,0,0
CLI00324,Wealth,107,7,14.31,4.0,61.487,0,ADV0048,0,0.1202,7.391,12.3,-0.016,7.8,8,0,0
CLI00325,Private,16,4,7.64,2.0,27.758,0,ADV0037,0,0.1863,5.171,11.9,0.238,14.6,2,0,0
CLI00326,Private,104,5,18.13,2.7857142857142856,19.987,0,ADV0028,0,0.1197,2.392,5.5,-0.1,10.2,2,0,0
CLI00327,Private,115,1,6.88,2.7857142857142856,42.521,0,ADV0030,0,0.1175,4.996,40.0,-0.082,11.6,2,0,0
CLI00328,Alta Renda,79,8,6.67,5.0,3.754,0,ADV0021,0,0.1223,0.459,11.0,0.407,28.1,5,0,0
CLI00329,Alta Renda,14,4,4.74,0.0,9.15,0,ADV0012,0,0.0662,0.606,5.9,-0.023,6.4,7,0,0
CLI00330,Alta Renda,8,1,,1.0,12.823,1,ADV0017,0,0.0868,1.113,45.8,-0.159,23.5,7,1,0
CLI00331,Private,90,6,8.6,4.0,35.599,1,ADV0038,0,0.1127,4.012,36.6,-0.017,34.4,8,0,0
CLI00332,Alta Renda,31,2,6.2,1.0,12.622,0,ADV0000,1,0.1134,1.431,14.5,-0.012,19.4,5,0,0
CLI00333,Alta Renda,77,4,19.86,1.0,3.421,0,ADV0005,0,0.154,0.527,9.1,-0.306,12.0,5,0,0
CLI00334,Alta Renda,53,6,13.73,3.0,4.881,0,ADV0002,0,0.1022,0.499,3.0,0.229,7.4,5,0,0
CLI00335,Alta Renda,122,1,13.23,4.0,3.941,0,ADV0001,0,0.0542,0.214,18.6,-0.164,8.2,4,0,0
CLI00336,Wealth,17,3,18.17,4.0,53.978,0,ADV0044,0,0.1616,8.723,8.6,0.01,14.8,6,0,0
CLI00337,Private,138,3,12.58,0.0,24.941,0,ADV0035,0,0.0652,1.626,12.8,-0.015,13.9,5,0,0
CLI00338,Private,53,2,8.36,2.0,37.458,0,ADV0023,0,0.1145,4.289,38.4,0.051,23.2,3,0,0
CLI00339,Alta Renda,42,8,4.36,2.816326530612245,8.439,0,ADV0005,0,0.154,1.3,8.1,-0.482,3.9,5,0,0
CLI00340,Private,49,4,8.12,3.0,22.249,0,ADV0024,0,0.102,2.269,18.1,-0.074,27.9,5,0,0
CLI00341,Private,20,4,17.82,3.0,20.368,0,ADV0023,0,0.1145,2.332,21.8,0.247,58.0,5,0,0
CLI00342,Alta Renda,48,4,6.23,1.0,3.0,0,ADV0009,0,0.1144,0.343,28.7,0.278,12.8,5,0,0
CLI00343,Alta Renda,92,8,12.98,4.0,3.775,0,ADV0021,0,0.1223,0.462,12.1,-0.218,11.5,6,0,0
CLI00344,Alta Renda,75,6,15.84,1.0,4.855,0,ADV0019,0,0.1791,0.87,11.2,0.203,12.3,4,0,0
CLI00345,Private,51,7,12.7,4.0,8.959,0,ADV0030,0,0.1175,1.053,11.0,-0.168,14.4,5,0,0
CLI00346,Private,113,7,13.18,1.0,22.999,0,ADV0031,0,0.1595,3.668,16.9,-0.082,10.8,6,0,0
CLI00347,Alta Renda,128,2,14.25,1.0,3.0,0,ADV0002,0,0.1022,0.307,33.2,-0.071,2.3,5,0,0
CLI00348,Alta Renda,26,4,13.09,1.0,6.894,0,ADV0018,0,0.1071,0.738,10.6,0.024,12.1,2,0,0
CLI00349,Private,112,6,18.26,0.0,9.725,0,ADV0031,0,0.1595,1.551,0.9,0.22,15.0,6,0,0
CLI00350,Private,85,3,7.13,0.0,19.079,0,ADV0025,0,0.1058,2.019,23.5,0.058,29.8,5,0,0
CLI00351,Wealth,52,1,12.51,1.0,112.121,0,ADV0044,0,0.1616,18.119,13.7,-0.028,6.4,5,0,0
CLI00352,Private,122,6,3.86,2.0,39.642,0,ADV0033,0,0.0642,2.545,18.6,0.213,37.4,3,0,0
CLI00353,Alta Renda,129,8,2.79,2.0,3.0,0,ADV0008,0,0.1289,0.387,3.1,-0.177,10.3,7,0,0
CLI00354,Alta Renda,30,7,11.16,0.0,9.142,0,ADV0003,0,0.1,0.914,8.6,-0.017,7.0,4,0,0
CLI00355,Private,41,7,13.78,2.7650602409638556,11.349,0,ADV0031,0,0.1595,1.81,22.2,0.219,20.9,6,0,0
CLI00356,Alta Renda,56,3,18.35,2.0,5.627,1,ADV0001,0,0.0542,0.305,16.9,-0.24,13.1,2,0,0
CLI00357,Private,20,3,21.66,4.0,24.986,0,ADV0029,0,0.1427,3.566,18.1,-0.103,13.0,4,0,0
CLI00358,Wealth,73,8,17.04,2.963855421686747,84.571,0,ADV0047,0,0.1208,10.216,12.7,-0.333,13.7,4,0,0
CLI00359,Private,26,1,14.55,1.0,29.122,0,ADV0028,0,0.1197,3.486,7.2,0.068,20.2,9,0,0
CLI00360,Alta Renda,24,3,12.17,5.0,4.967,1,ADV0019,0,0.1791,0.89,7.0,-0.558,13.2,3,0,0
CLI00361,Private,39,2,5.07,1.0,24.265,0,ADV0032,0,0.1735,4.21,5.6,-0.047,11.8,5,0,0
CLI00362,Private,83,1,10.89,1.0,20.977,0,ADV0022,1,0.1452,3.046,13.7,0.259,10.1,7,0,0
CLI00363,Private,130,3,16.92,3.0,34.037,0,ADV0027,0,0.1397,4.755,14.8,0.131,18.9,3,0,0
CLI00364,Wealth,122,5,15.27,1.0,129.607,0,ADV0047,0,0.1208,15.657,9.9,-0.445,9.1,2,0,0
CLI00365,Alta Renda,57,6,6.1,5.0,5.433,0,ADV0019,0,0.1791,0.973,5.3,0.044,30.5,3,0,0
CLI00366,Family Office,32,3,14.08,3.0,251.467,0,ADV0048,0,0.1202,30.226,17.7,-0.07,13.8,3,0,0
CLI00367,Wealth,40,2,13.72,2.963855421686747,154.386,0,ADV0045,0,0.0857,13.231,23.8,-0.28,3.1,7,0,0
CLI00368,Alta Renda,141,4,12.97,2.0,6.771,1,ADV0010,0,0.1446,0.979,38.0,-0.14,21.1,7,0,0
CLI00369,Alta Renda,111,3,11.38,4.0,9.699,0,ADV0003,0,0.1,0.97,44.3,-0.108,18.4,7,0,0
CLI00370,Alta Renda,7,7,,4.0,14.444,0,ADV0005,0,0.154,2.224,11.4,-0.107,30.7,8,1,0
CLI00371,Alta Renda,82,7,14.43,1.0,12.226,0,ADV0000,1,0.1134,1.386,31.1,0.027,7.7,5,0,0
CLI00372,Alta Renda,137,7,8.81,2.816326530612245,23.887,1,ADV0005,0,0.154,3.679,17.9,-0.092,20.0,5,0,0
CLI00373,Private,95,4,13.41,1.0,36.991,0,ADV0034,0,0.056,2.071,6.8,0.021,20.6,6,0,0
CLI00374,Alta Renda,94,7,10.7,0.0,10.148,0,ADV0003,0,0.1,1.015,14.3,-0.131,27.6,1,0,0
CLI00375,Alta Renda,99,5,5.25,3.0,7.562,0,ADV0016,0,0.1544,1.168,35.6,-0.118,7.4,4,0,0
CLI00376,Wealth,12,3,9.14,3.0,95.511,0,ADV0043,0,0.0608,5.807,10.5,0.218,16.1,4,0,0
CLI00377,Alta Renda,100,8,4.93,1.0,5.444,0,ADV0000,1,0.1134,0.617,3.1,0.241,12.9,5,0,0
CLI00378,Private,113,7,15.62,2.7857142857142856,28.026,0,ADV0041,1,0.1061,2.974,23.5,-0.376,7.6,2,0,0
CLI00379,Alta Renda,79,1,12.99,2.0,5.545,0,ADV0014,1,0.1786,0.99,12.3,0.164,12.4,7,0,0
CLI00380,Alta Renda,44,8,10.01,2.816326530612245,9.416,0,ADV0005,0,0.154,1.45,16.1,0.308,26.3,3,0,0
CLI00381,Private,76,4,17.47,3.0,21.688,0,ADV0035,0,0.0652,1.414,7.1,0.343,13.8,0,0,0
CLI00382,Private,61,5,11.79,1.0,47.042,0,ADV0031,0,0.1595,7.503,14.2,0.114,11.9,6,0,0
CLI00383,Wealth,47,1,5.49,3.0,51.704,0,ADV0045,0,0.0857,4.431,3.6,-0.233,19.9,3,0,0
CLI00384,Private,41,1,9.65,4.0,12.753,1,ADV0037,0,0.1863,2.376,40.7,0.131,29.5,6,0,0
CLI00385,Private,89,1,18.36,2.7857142857142856,42.293,0,ADV0041,1,0.1061,4.487,26.4,-0.191,6.3,2,0,0
CLI00386,Alta Renda,123,1,8.69,2.816326530612245,4.04,0,ADV0014,1,0.1786,0.722,13.7,-0.075,16.6,3,0,0
CLI00387,Alta Renda,12,8,12.66,2.6315789473684212,7.939,0,ADV0009,0,0.1144,0.908,23.0,0.084,10.4,4,0,0
CLI00388,Private,59,8,14.62,3.0,36.018,0,ADV0038,0,0.1127,4.059,7.8,-0.177,13.8,1,0,0
CLI00389,Private,134,3,13.98,1.0,31.551,0,ADV0041,1,0.1061,3.348,25.6,-0.252,20.9,3,0,0
CLI00390,Family Office,125,7,21.79,3.0,306.387,0,ADV0049,0,0.1398,42.833,10.1,0.102,11.0,4,0,0
CLI00391,Alta Renda,111,6,6.56,1.0,6.928,0,ADV0020,0,0.1143,0.792,9.6,0.411,12.7,4,0,0
CLI00392,Alta Renda,52,3,6.98,2.6315789473684212,4.69,0,ADV0018,0,0.1071,0.502,5.9,0.274,25.0,6,0,0
CLI00393,Private,128,3,6.63,4.0,27.834,1,ADV0039,0,0.1042,2.9,26.8,-0.019,22.9,5,0,0
CLI00394,Alta Renda,124,5,10.26,3.0,3.927,0,ADV0017,0,0.0868,0.341,13.3,0.215,12.5,5,0,0
CLI00395,Wealth,123,5,16.12,3.0,176.852,0,ADV0047,0,0.1208,21.364,31.8,0.14,14.8,1,0,0
CLI00396,Wealth,26,7,7.17,1.0,70.089,0,ADV0044,0,0.1616,11.326,5.3,0.099,14.1,7,0,0
CLI00397,Alta Renda,142,6,16.18,6.0,28.064,0,ADV0021,0,0.1223,3.432,17.6,0.198,2.8,1,0,0
CLI00398,Private,31,5,11.65,2.7857142857142856,9.009,0,ADV0038,0,0.1127,1.015,28.0,-0.301,15.0,3,0,0
CLI00399,Private,14,7,6.84,1.0,64.368,0,ADV0038,0,0.1127,7.254,15.0,0.044,4.7,3,0,0
CLI00400,Alta Renda,20,7,4.14,2.816326530612245,3.247,1,ADV0005,0,0.154,0.5,15.9,-0.006,29.4,3,0,0
CLI00401,Wealth,15,8,5.08,1.0,62.525,0,ADV0045,0,0.0857,5.358,14.7,0.017,4.6,6,0,0
CLI00402,Private,127,2,8.7,4.0,46.312,0,ADV0025,0,0.1058,4.9,30.2,-0.102,10.0,4,0,0
CLI00403,Private,126,8,10.79,4.0,15.727,0,ADV0042,0,0.2352,3.699,30.1,0.115,8.6,4,0,0
CLI00404,Alta Renda,130,6,17.15,1.0,6.744,0,ADV0016,0,0.1544,1.041,12.0,-0.18,33.8,5,0,0
CLI00405,Wealth,77,5,14.86,2.963855421686747,120.688,0,ADV0045,0,0.0857,10.343,29.8,-0.117,26.7,3,0,0
CLI00406,Alta Renda,54,6,7.98,1.0,13.713,0,ADV0019,0,0.1791,2.456,12.8,-0.144,1.4,3,0,0
CLI00407,Alta Renda,96,3,13.22,2.0,9.364,0,ADV0000,1,0.1134,1.062,22.9,0.19,13.3,3,0,0
CLI00408,Wealth,42,3,18.44,2.963855421686747,31.401,0,ADV0045,0,0.0857,2.691,19.0,-0.003,5.4,4,0,0
CLI00409,Alta Renda,73,6,19.37,3.0,5.395,0,ADV0004,0,0.1679,0.906,9.7,-0.101,15.0,6,0,0
CLI00410,Alta Renda,55,2,10.18,2.0,3.634,0,ADV0016,0,0.1544,0.561,6.1,-0.082,20.6,3,0,0
CLI00411,Wealth,24,2,15.52,6.0,141.819,0,ADV0048,0,0.1202,17.047,28.5,0.001,15.9,3,0,0
CLI00412,Wealth,105,8,17.34,2.963855421686747,124.927,0,ADV0048,0,0.1202,15.016,33.7,0.357,21.4,2,0,0
CLI00413,Private,65,6,5.17,1.0,44.145,0,ADV0028,0,0.1197,5.284,17.3,-0.272,11.2,4,0,0
CLI00414,Private,94,5,9.35,2.7650602409638556,31.359,0,ADV0031,0,0.1595,5.002,12.8,0.149,16.2,9,0,0
CLI00415,Alta Renda,74,8,20.82,1.0,7.518,0,ADV0021,0,0.1223,0.919,4.7,0.104,20.9,5,0,0
CLI00416,Alta Renda,54,4,10.24,2.0,3.0,0,ADV0015,0,0.1504,0.451,28.0,-0.194,9.7,4,0,0
CLI00417,Alta Renda,113,2,-0.8,4.0,7.686,0,ADV0016,0,0.1544,1.187,16.0,0.323,6.9,2,0,0
CLI00418,Private,124,1,10.99,3.0,19.735,0,ADV0033,0,0.0642,1.267,10.7,0.119,8.3,4,0,0
CLI00419,Private,42,8,16.22,4.0,57.242,0,ADV0038,0,0.1127,6.451,23.3,-0.112,12.4,5,0,0
