cliente_id,segmento,meses_cliente,qtd_produtos,retorno_12m_pct,freq_contato_mes,saldo_bi,churn,assessor_id,risco_saida_assessor,auc_exposto,dias_desde_ultimo_contato,variacao_freq_contato_3m,tempo_resposta_medio_horas,qtd_emails_marketing_recebidos
CLI00249,Alta Renda,130,1,12.03,6,0.1055,0,ADV0255,0,0.0,46.5,-0.102,5.4,3
CLI00250,Varejo,37,1,14.09,3,0.0604,0,ADV0089,0,0.0,8.1,-0.393,7.4,4
CLI00251,Varejo,20,6,9.13,1,0.4223,0,ADV0115,0,0.0,29.9,0.205,23.1,8
CLI00252,Alta Renda,26,8,13.89,4,0.2698,0,ADV0255,0,0.0,34.4,0.241,23.4,5
CLI00253,Varejo,29,5,16.68,6,0.0427,0,ADV0096,0,0.0,18.0,0.238,18.4,5
CLI00254,Varejo,1,8,5.58,2,0.0559,0,ADV0052,0,0.0,7.6,0.353,9.8,1
CLI00255,Varejo,119,2,8.22,3,0.1035,0,ADV0167,0,0.0,9.9,0.093,4.6,5
CLI00256,Wealth,35,8,8.4,4,0.1211,0,ADV0281,0,0.0,14.9,0.343,29.6,10
CLI00257,Alta Renda,59,4,6.91,0,0.1565,0,ADV0210,1,0.1565,4.0,-0.044,24.6,4
CLI00258,Varejo,69,8,9.51,1,0.1761,0,ADV0171,0,0.0,5.8,-0.389,2.5,2
CLI00259,Varejo,12,4,15.84,1,0.8231,0,ADV0031,1,0.8231,5.4,0.189,23.7,4
CLI00260,Varejo,20,6,17.58,1,0.0988,0,ADV0184,0,0.0,18.9,-0.397,10.3,4
CLI00261,Corporate,43,1,11.95,1,0.0815,0,ADV0297,0,0.0,28.0,0.037,21.1,3
CLI00262,Varejo,126,7,10.14,4,0.029,0,ADV0042,0,0.0,21.2,0.21,3.9,6
CLI00263,Varejo,50,4,14.87,1,0.1236,0,ADV0156,0,0.0,25.1,0.071,8.1,3
CLI00264,Alta Renda,29,1,1.57,1,0.2306,0,ADV0263,1,0.2306,7.1,0.501,14.3,7
CLI00265,Alta Renda,39,5,7.07,3,0.0176,0,ADV0223,0,0.0,10.2,-0.433,38.4,8
CLI00266,Alta Renda,38,2,1.75,3,0.1059,1,ADV0211,0,0.0,20.8,-0.03,26.3,4
CLI00267,Alta Renda,84,5,7.02,1,0.7471,0,ADV0212,0,0.0,17.9,0.004,26.8,5
CLI00268,Varejo,128,6,8.28,3,0.384,1,ADV0108,0,0.0,15.7,-0.545,18.5,5
CLI00269,Varejo,126,8,17.71,4,0.2686,1,ADV0089,0,0.0,26.8,-0.308,18.8,1
CLI00270,Alta Renda,45,8,-0.1,3,0.3707,1,ADV0243,1,0.3707,40.0,0.018,27.4,2
CLI00271,Alta Renda,52,3,9.75,3,0.0784,0,ADV0244,0,0.0,18.6,-0.242,12.9,2
CLI00272,Alta Renda,80,3,14.1,5,0.0659,0,ADV0259,0,0.0,9.9,-0.024,22.7,5
CLI00273,Wealth,124,3,13.23,2,0.8637,0,ADV0273,0,0.0,6.6,-0.133,5.7,3
CLI00274,Varejo,119,5,17.64,1,0.4854,0,ADV0154,0,0.0,5.4,0.07,13.0,2
CLI00275,Varejo,8,4,12.18,1,0.0627,1,ADV0151,1,0.0627,4.5,0.017,50.6,4
CLI00276,Alta Renda,85,2,13.07,3,0.0144,0,ADV0240,0,0.0,11.1,0.128,27.5,2
CLI00277,Varejo,129,3,3.78,2,0.0644,0,ADV0195,0,0.0,10.6,-0.09,16.7,5
CLI00278,Alta Renda,8,6,7.35,6,0.3351,0,ADV0212,0,0.0,23.1,0.063,25.1,5
CLI00279,Alta Renda,96,6,4.01,0,0.0702,1,ADV0239,1,0.0702,8.6,0.237,34.1,2
CLI00280,Wealth,102,3,13.9,3,0.2539,0,ADV0266,0,0.0,11.5,0.098,2.2,5
CLI00281,Varejo,5,8,12.96,3,1.0468,0,ADV0102,0,0.0,16.0,0.409,11.0,4
CLI00282,Varejo,86,3,12.82,5,0.1465,0,ADV0112,0,0.0,18.3,0.216,8.1,4
CLI00283,Varejo,34,2,7.8,1,0.2241,1,ADV0030,0,0.0,28.2,0.156,13.8,3
CLI00284,Varejo,55,3,7.41,2,0.4027,0,ADV0173,0,0.0,14.9,-0.548,44.0,4
CLI00285,Varejo,119,2,12.38,2,0.0405,0,ADV0012,0,0.0,4.2,0.021,19.7,5
CLI00286,Varejo,114,6,8.69,3,0.0605,0,ADV0140,0,0.0,17.3,-0.071,24.6,2
CLI00287,Varejo,26,3,7.21,3,0.4249,0,ADV0163,0,0.0,7.8,-0.027,8.4,7
CLI00288,Varejo,136,5,9.36,2,0.1734,0,ADV0087,0,0.0,28.8,-0.177,10.8,8
CLI00289,Varejo,47,7,8.72,3,0.1936,0,ADV0177,0,0.0,13.3,0.087,13.4,5
CLI00290,Varejo,113,5,7.86,2,0.1726,0,ADV0011,0,0.0,15.5,-0.398,17.5,5
CLI00291,Varejo,76,6,6.35,2,0.5897,0,ADV0013,0,0.0,57.1,0.089,22.2,1
CLI00292,Alta Renda,72,2,13.38,4,0.2912,0,ADV0246,0,0.0,21.7,-0.17,21.3,3
CLI00293,Varejo,89,5,18.04,2,0.2963,0,ADV0108,0,0.0,17.1,-0.11,11.4,6
CLI00294,Varejo,46,2,11.34,5,0.8097,0,ADV0039,0,0.0,11.8,0.096,34.8,1
CLI00295,Varejo,33,5,12.43,1,1.3345,0,ADV0157,0,0.0,4.5,0.017,30.5,3
CLI00296,Alta Renda,1,5,13.75,3,3.0547,0,ADV0232,1,3.0547,11.2,0.232,16.3,6
CLI00297,Varejo,31,2,13.04,1,0.0779,1,ADV0066,0,0.0,7.6,-0.701,16.4,3
CLI00298,Varejo,142,4,7.94,3,4.0969,0,ADV0187,0,0.0,36.4,-0.018,10.7,7
CLI00299,Varejo,53,5,18.72,3,0.0397,0,ADV0027,0,0.0,17.2,0.196,17.6,5
CLI00300,Varejo,48,3,8.32,3,2.0459,0,ADV0017,0,0.0,28.2,0.079,29.5,5
CLI00301,Varejo,69,7,14.22,1,0.0725,0,ADV0160,0,0.0,8.1,0.094,14.0,3
CLI00302,Varejo,105,6,13.73,3,0.1511,0,ADV0162,0,0.0,6.9,0.244,8.9,4
CLI00303,Varejo,90,4,3.27,1,0.1693,0,ADV0191,0,0.0,20.3,-0.089,13.7,1
CLI00304,Alta Renda,63,2,9.99,4,0.0536,0,ADV0219,1,0.0536,6.3,-0.136,16.5,7
CLI00305,Corporate,73,4,11.74,0,0.185,0,ADV0293,0,0.0,9.3,0.127,5.4,4
CLI00306,Varejo,89,1,12.06,4,0.0573,0,ADV0156,0,0.0,37.5,-0.033,4.3,5
CLI00307,Varejo,13,1,12.77,3,0.0332,0,ADV0098,0,0.0,9.6,0.247,9.1,4
CLI00308,Alta Renda,73,5,14.68,2,0.1572,0,ADV0239,1,0.1572,3.7,0.081,34.7,6
CLI00309,Varejo,77,5,11.47,2,1.3058,0,ADV0082,0,0.0,2.4,-0.137,28.4,8
CLI00310,Varejo,68,3,12.99,4,0.1188,0,ADV0132,1,0.1188,3.2,0.074,3.4,3
CLI00311,Varejo,98,7,11.31,2,0.5618,0,ADV0026,1,0.5618,29.2,-0.199,6.5,6
CLI00312,Varejo,125,6,7.23,4,0.0551,1,ADV0009,0,0.0,25.4,-0.136,24.0,12
CLI00313,Wealth,102,4,11.64,2,0.0312,0,ADV0288,0,0.0,56.0,-0.307,9.9,8
CLI00314,Alta Renda,132,1,14.65,5,0.2982,0,ADV0250,0,0.0,34.1,0.269,18.2,5
CLI00315,Alta Renda,102,5,16.16,3,1.6198,0,ADV0210,1,1.6198,43.2,0.071,3.6,6
CLI00316,Varejo,19,8,13.76,5,0.2169,0,ADV0122,1,0.2169,25.5,-0.036,13.5,1
CLI00317,Varejo,82,8,17.1,2,0.4842,0,ADV0054,0,0.0,19.6,0.168,12.6,2
CLI00318,Varejo,141,6,13.26,0,1.1545,0,ADV0048,0,0.0,6.7,0.112,24.7,6
CLI00319,Varejo,23,4,15.13,2,0.1576,0,ADV0076,1,0.1576,13.0,0.293,17.5,5
CLI00320,Varejo,83,5,15.44,3,0.1356,0,ADV0165,0,0.0,20.9,0.291,14.8,5
CLI00321,Alta Renda,109,5,10.56,3,0.3054,0,ADV0215,1,0.3054,24.5,0.078,2.9,2
CLI00322,Alta Renda,75,1,14.55,1,0.3848,0,ADV0199,0,0.0,4.9,-0.192,41.2,3
CLI00323,Varejo,129,1,7.55,6,0.0268,1,ADV0085,0,0.0,12.4,-0.316,26.8,6
CLI00324,Wealth,88,5,12.97,8,0.2428,0,ADV0286,0,0.0,12.3,-0.016,7.8,8
CLI00325,Alta Renda,54,2,13.92,0,0.1652,1,ADV0222,0,0.0,13.3,0.556,32.5,2
CLI00326,Varejo,89,5,15.91,2,0.0592,0,ADV0166,0,0.0,5.5,-0.1,10.2,2
CLI00327,Varejo,143,6,14.95,0,0.151,0,ADV0183,0,0.0,40.0,-0.082,11.6,2
CLI00328,Varejo,65,5,15.97,4,0.0363,0,ADV0125,0,0.0,11.0,0.407,28.1,5
CLI00329,Varejo,76,3,11.08,4,0.0232,0,ADV0075,0,0.0,5.9,-0.023,6.4,7
CLI00330,Varejo,143,7,10.05,4,0.1803,0,ADV0107,0,0.0,40.6,-0.14,21.5,7
CLI00331,Alta Renda,60,3,10.35,2,0.534,0,ADV0227,0,0.0,34.1,0.171,28.9,8
CLI00332,Varejo,93,3,12.62,5,0.1052,0,ADV0005,0,0.0,14.5,-0.012,19.4,5
CLI00333,Varejo,49,2,3.9,5,0.0474,0,ADV0035,0,0.0,9.1,-0.306,12.0,5
CLI00334,Varejo,35,2,17.09,2,0.058,0,ADV0016,0,0.0,3.0,0.229,7.4,5
CLI00335,Varejo,102,8,11.68,1,0.3374,0,ADV0014,0,0.0,18.6,-0.164,8.2,4
CLI00336,Alta Renda,11,5,9.76,3,1.4443,0,ADV0256,0,0.0,8.6,0.01,14.8,6
CLI00337,Alta Renda,99,3,0.88,6,0.45,0,ADV0212,0,0.0,12.8,-0.015,13.9,5
CLI00338,Varejo,110,2,11.35,4,0.8968,1,ADV0143,0,0.0,40.5,-0.134,36.1,3
CLI00339,Varejo,74,1,10.67,2,0.0423,0,ADV0031,1,0.0423,8.1,-0.482,3.9,5
CLI00340,Varejo,9,5,7.73,2,0.1502,0,ADV0148,0,0.0,18.1,-0.074,27.9,5
CLI00341,Varejo,3,6,8.67,3,0.6214,0,ADV0142,0,0.0,21.8,0.247,58.0,5
CLI00342,Varejo,85,7,11.39,5,0.0268,0,ADV0054,0,0.0,28.7,0.278,12.8,5
CLI00343,Varejo,26,4,9.03,0,0.0702,1,ADV0130,0,0.0,12.6,-0.323,12.5,6
CLI00344,Varejo,72,5,13.9,1,0.5625,0,ADV0119,0,0.0,11.2,0.203,12.3,4
CLI00345,Varejo,48,4,8.36,4,0.2313,0,ADV0184,0,0.0,11.0,-0.168,14.4,5
CLI00346,Varejo,117,3,12.15,1,0.0471,0,ADV0190,0,0.0,16.9,-0.082,10.8,6
CLI00347,Varejo,12,7,16.46,1,0.0198,0,ADV0016,0,0.0,33.2,-0.071,2.3,5
CLI00348,Varejo,133,4,11.35,3,0.9404,0,ADV0112,0,0.0,10.6,0.024,12.1,2
CLI00349,Varejo,48,3,13.0,4,0.0115,0,ADV0188,0,0.0,0.9,0.22,15.0,6
CLI00350,Varejo,37,1,12.73,4,0.3761,0,ADV0151,1,0.3761,23.5,0.058,29.8,5
CLI00351,Alta Renda,44,4,11.53,0,0.0827,0,ADV0256,0,0.0,13.7,-0.028,6.4,5
CLI00352,Alta Renda,15,7,11.22,2,0.6448,0,ADV0199,0,0.0,18.6,0.213,37.4,3
CLI00353,Varejo,43,8,9.1,4,0.0426,1,ADV0050,0,0.0,5.0,-0.452,11.3,7
CLI00354,Varejo,87,5,12.13,3,4.9493,0,ADV0023,0,0.0,8.6,-0.017,7.0,4
CLI00355,Varejo,70,3,10.31,3,0.2789,1,ADV0193,0,0.0,23.0,-0.088,32.4,6
CLI00356,Varejo,46,5,17.99,1,0.3455,0,ADV0009,0,0.0,4.4,0.116,9.4,2
CLI00357,Varejo,108,7,14.91,4,0.0605,1,ADV0176,0,0.0,39.3,-0.24,13.5,4
CLI00358,Wealth,123,2,5.4,1,0.139,0,ADV0282,0,0.0,12.7,-0.333,13.7,4
CLI00359,Varejo,21,3,5.63,4,0.1437,0,ADV0173,0,0.0,7.2,0.068,20.2,9
CLI00360,Varejo,107,4,10.95,1,1.7073,0,ADV0115,0,0.0,6.7,-0.347,12.8,3
CLI00361,Varejo,80,3,9.84,1,0.2782,0,ADV0193,0,0.0,5.6,-0.047,11.8,5
CLI00362,Varejo,47,5,10.73,1,0.3352,0,ADV0138,0,0.0,13.7,0.259,10.1,7
CLI00363,Varejo,117,1,14.23,0,0.3304,0,ADV0163,0,0.0,14.8,0.131,18.9,3
CLI00364,Wealth,124,3,12.83,0,0.3743,0,ADV0282,0,0.0,9.9,-0.445,9.1,2
CLI00365,Varejo,143,4,12.78,1,0.0272,1,ADV0115,0,0.0,12.0,0.222,34.8,3
CLI00366,Wealth,25,2,17.57,2,2.3727,0,ADV0288,0,0.0,17.7,-0.07,13.8,3
CLI00367,Wealth,36,8,5.67,2,0.0528,0,ADV0271,0,0.0,23.8,-0.28,3.1,7
CLI00368,Varejo,51,6,11.94,0,0.1572,1,ADV0062,1,0.1572,38.0,-0.14,21.1,7
CLI00369,Varejo,15,1,9.07,3,1.2104,1,ADV0023,0,0.0,44.4,-0.187,24.0,7
CLI00370,Varejo,68,8,17.53,2,2.0442,0,ADV0031,1,2.0442,11.4,-0.107,30.7,8
CLI00371,Varejo,21,2,2.22,4,0.4713,0,ADV0006,0,0.0,31.1,0.027,7.7,5
CLI00372,Varejo,141,3,2.4,1,0.0858,1,ADV0030,0,0.0,17.9,-0.092,20.0,5
CLI00373,Alta Renda,19,5,12.78,1,0.1952,0,ADV0206,0,0.0,6.8,0.021,20.6,6
CLI00374,Varejo,34,7,16.23,5,0.2054,1,ADV0024,0,0.0,15.1,-0.543,30.0,1
CLI00375,Varejo,78,5,14.75,1,0.215,0,ADV0096,0,0.0,35.6,-0.118,7.4,4
CLI00376,Alta Renda,125,8,8.14,1,0.0334,0,ADV0253,0,0.0,10.5,0.218,16.1,4
CLI00377,Varejo,117,4,17.83,3,0.8506,1,ADV0008,0,0.0,6.0,0.057,13.4,5
CLI00378,Alta Renda,52,5,6.33,1,0.1969,0,ADV0245,0,0.0,23.5,-0.376,7.6,2
CLI00379,Varejo,27,1,16.99,5,0.0646,1,ADV0086,0,0.0,17.8,0.059,12.8,7
CLI00380,Varejo,35,5,6.88,3,0.0865,1,ADV0036,0,0.0,30.1,0.451,46.0,3
CLI00381,Alta Renda,136,4,10.02,2,0.2348,0,ADV0210,1,0.2348,7.1,0.343,13.8,0
CLI00382,Varejo,106,6,14.18,2,0.0267,1,ADV0189,0,0.0,15.6,-0.085,15.6,6
CLI00383,Alta Renda,2,3,5.34,4,0.5179,0,ADV0263,1,0.5179,3.6,-0.233,19.9,3
CLI00384,Alta Renda,77,7,17.67,4,0.2243,1,ADV0221,1,0.2243,40.7,0.131,29.5,6
CLI00385,Alta Renda,132,8,10.0,1,1.2654,0,ADV0242,0,0.0,26.4,-0.191,6.3,2
CLI00386,Varejo,90,3,12.08,4,0.1828,0,ADV0086,0,0.0,13.7,-0.075,16.6,3
CLI00387,Varejo,89,5,16.38,1,0.0403,1,ADV0055,0,0.0,28.4,0.179,11.9,4
CLI00388,Alta Renda,94,2,8.17,0,0.0348,0,ADV0225,0,0.0,7.8,-0.177,13.8,1
CLI00389,Alta Renda,7,3,15.96,3,0.0995,0,ADV0243,1,0.0995,25.6,-0.252,20.9,3
CLI00390,Corporate,95,6,18.39,2,0.1141,0,ADV0297,0,0.0,10.1,0.102,11.0,4
CLI00391,Varejo,108,5,8.75,1,0.0791,0,ADV0123,1,0.0791,9.6,0.411,12.7,4
CLI00392,Varejo,74,7,17.25,4,0.1953,0,ADV0111,0,0.0,5.9,0.274,25.0,6
CLI00393,Alta Renda,39,4,4.11,2,0.0765,0,ADV0233,0,0.0,17.6,0.156,18.1,5
CLI00394,Varejo,141,6,13.14,5,0.23,0,ADV0103,0,0.0,13.3,0.215,12.5,5
CLI00395,Wealth,71,5,6.34,3,0.084,0,ADV0279,0,0.0,31.8,0.14,14.8,1
CLI00396,Alta Renda,56,6,15.46,1,0.3758,0,ADV0257,0,0.0,5.3,0.099,14.1,7
CLI00397,Varejo,42,3,15.11,3,0.1105,0,ADV0129,0,0.0,17.6,0.198,2.8,1
CLI00398,Alta Renda,36,7,20.22,4,0.8353,0,ADV0225,0,0.0,28.0,-0.301,15.0,3
CLI00399,Alta Renda,84,4,17.47,3,0.386,0,ADV0226,0,0.0,15.0,0.044,4.7,3
CLI00400,Varejo,118,5,10.8,5,0.2126,1,ADV0032,0,0.0,15.9,-0.006,29.4,3
CLI00401,Wealth,7,1,6.96,4,0.1262,0,ADV0270,0,0.0,14.7,0.017,4.6,6
CLI00402,Varejo,54,8,13.88,3,0.0229,0,ADV0152,0,0.0,30.2,-0.102,10.0,4
CLI00403,Alta Renda,129,4,11.24,1,1.0383,0,ADV0248,0,0.0,30.1,0.115,8.6,4
CLI00404,Varejo,120,1,18.01,3,0.0682,0,ADV0097,0,0.0,12.0,-0.18,33.8,5
CLI00405,Wealth,106,6,2.4,1,0.186,0,ADV0268,0,0.0,29.8,-0.117,26.7,3
CLI00406,Varejo,47,2,20.69,1,0.2584,0,ADV0116,0,0.0,12.8,-0.144,1.4,3
CLI00407,Varejo,123,4,13.73,4,0.1302,1,ADV0004,0,0.0,24.4,0.103,15.7,3
CLI00408,Wealth,141,6,8.09,3,0.9617,0,ADV0271,0,0.0,19.0,-0.003,5.4,4
CLI00409,Varejo,119,1,14.58,3,0.0338,0,ADV0029,0,0.0,9.7,-0.101,15.0,6
CLI00410,Varejo,118,3,16.95,1,1.5748,0,ADV0096,0,0.0,6.1,-0.082,20.6,3
CLI00411,Wealth,21,3,11.98,6,0.3957,0,ADV0285,0,0.0,28.5,0.001,15.9,3
CLI00412,Wealth,137,2,4.09,3,0.12,1,ADV0285,0,0.0,34.9,0.651,22.5,2
CLI00413,Varejo,26,8,10.27,1,0.1217,0,ADV0172,0,0.0,17.3,-0.272,11.2,4
CLI00414,Varejo,9,4,15.87,4,0.0093,0,ADV0190,0,0.0,12.8,0.149,16.2,9
CLI00415,Varejo,15,4,13.59,1,0.0549,0,ADV0135,0,0.0,4.7,0.104,20.9,5
CLI00416,Varejo,10,4,10.84,4,0.1043,0,ADV0089,0,0.0,28.0,-0.194,9.7,4
CLI00417,Varejo,122,8,16.99,4,0.2078,0,ADV0099,0,0.0,16.0,0.323,6.9,2
CLI00418,Alta Renda,121,6,14.61,1,0.85,1,ADV0203,0,0.0,14.7,0.023,11.8,4
CLI00419,Alta Renda,125,7,14.93,1,2.3369,0,ADV0226,0,0.0,23.3,-0.112,12.4,5
CLI00420,Alta Renda,72,7,9.78,1,0.2355,1,ADV0238,0,0.0,14.9,-0.427,40.8,2
CLI00421,Alta Renda,49,2,9.37,2,0.216,0,ADV0237,0,0.0,5.6,0.05,16.8,4
CLI00422,Varejo,91,4,4.36,4,0.0874,1,ADV0029,0,0.0,11.8,-0.354,16.0,2
CLI00423,Varejo,37,6,10.41,3,0.0178,1,ADV0149,0,0.0,19.0,-0.462,24.6,4
CLI00424,Varejo,68,3,15.43,2,0.0752,0,ADV0019,0,0.0,14.9,-0.23,38.6,4
CLI00425,Varejo,50,1,10.64,6,0.1265,0,ADV0165,0,0.0,20.1,0.191,8.7,7
CLI00426,Varejo,19,6,13.37,3,0.5874,0,ADV0133,0,0.0,26.8,-0.43,51.8,2
CLI00427,Alta Renda,100,8,16.17,1,0.3248,0,ADV0265,1,0.3248,20.6,0.069,41.8,3
CLI00428,Varejo,60,7,13.07,3,0.2205,1,ADV0106,0,0.0,45.9,0.124,25.2,3
CLI00429,Varejo,89,7,13.48,1,0.0777,0,ADV0036,0,0.0,26.8,0.109,12.1,6
CLI00430,Varejo,69,3,5.8,2,0.0126,0,ADV0043,0,0.0,11.9,-0.065,8.2,7
CLI00431,Alta Renda,49,3,10.15,4,0.0136,0,ADV0229,1,0.0136,8.6,0.065,23.4,5
CLI00432,Varejo,108,8,18.75,3,0.019,0,ADV0185,1,0.019,12.2,-0.163,14.2,2
CLI00433,Varejo,119,1,11.94,4,0.1131,0,ADV0032,0,0.0,21.1,-0.011,15.2,2
CLI00434,Varejo,37,3,19.47,3,0.6019,1,ADV0027,0,0.0,14.0,0.388,9.6,4
CLI00435,Alta Renda,143,2,8.46,0,0.5811,0,ADV0212,0,0.0,21.5,0.033,23.8,4
CLI00436,Varejo,11,1,12.48,7,0.4639,0,ADV0024,0,0.0,19.9,0.084,11.4,5
CLI00437,Alta Renda,138,3,9.89,2,0.0846,1,ADV0246,0,0.0,23.5,-0.433,18.3,5
CLI00438,Alta Renda,78,5,13.99,4,0.7316,0,ADV0213,1,0.7316,26.4,-0.13,12.8,4
CLI00439,Varejo,77,6,15.26,1,0.0493,1,ADV0026,1,0.0493,19.0,-0.12,8.8,7
CLI00440,Varejo,2,3,14.03,3,0.5013,0,ADV0027,0,0.0,39.7,-0.061,30.7,7
CLI00441,Corporate,64,2,15.88,3,0.0187,0,ADV0296,0,0.0,12.9,0.299,41.5,9
CLI00442,Varejo,35,4,11.44,5,0.0358,0,ADV0112,0,0.0,10.4,-0.078,13.1,5
CLI00443,Varejo,7,3,10.7,1,1.4168,0,ADV0111,0,0.0,5.4,-0.252,26.2,4
CLI00444,Alta Renda,85,7,4.12,3,0.1268,0,ADV0244,0,0.0,5.3,0.119,25.8,0
CLI00445,Wealth,67,7,14.18,1,0.0682,0,ADV0284,0,0.0,24.4,0.296,0.4,3
CLI00446,Corporate,42,7,12.22,0,0.6932,0,ADV0296,0,0.0,37.2,-0.277,8.3,3
CLI00447,Alta Renda,118,4,11.21,4,0.8046,0,ADV0226,0,0.0,12.1,0.434,14.6,2
CLI00448,Varejo,125,7,10.7,3,0.0941,0,ADV0112,0,0.0,11.5,0.091,9.9,9
CLI00449,Varejo,24,5,11.35,2,0.2374,1,ADV0027,0,0.0,31.6,0.182,16.0,7
CLI00450,Alta Renda,46,3,10.51,2,0.1975,0,ADV0233,0,0.0,27.6,0.323,26.9,6
CLI00451,Varejo,19,8,9.28,3,0.0042,0,ADV0167,0,0.0,6.1,0.214,9.6,4
CLI00452,Varejo,68,7,12.51,2,0.0269,0,ADV0127,0,0.0,15.5,-0.024,16.9,7
CLI00453,Wealth,102,1,13.53,4,0.5627,0,ADV0271,0,0.0,24.8,0.268,25.4,8
CLI00454,Varejo,42,8,8.26,2,0.056,0,ADV0034,0,0.0,18.5,0.056,31.8,2
CLI00455,Varejo,32,4,9.82,7,0.3292,1,ADV0148,0,0.0,7.2,0.146,5.8,2
CLI00456,Varejo,109,5,10.64,3,0.2327,0,ADV0004,0,0.0,20.7,0.264,6.2,2
CLI00457,Varejo,36,1,11.52,2,0.8026,1,ADV0141,0,0.0,21.8,-0.387,20.4,2
CLI00458,Varejo,97,1,10.96,3,0.0281,0,ADV0018,0,0.0,31.1,0.175,2.2,5
CLI00459,Varejo,131,1,14.27,1,0.276,1,ADV0036,0,0.0,38.6,-0.088,7.2,3
CLI00460,Varejo,73,1,4.56,3,0.1518,0,ADV0036,0,0.0,30.1,0.03,28.7,9
CLI00461,Varejo,136,8,5.3,3,0.0592,1,ADV0195,0,0.0,16.3,-0.136,20.3,9
CLI00462,Alta Renda,97,8,12.31,3,0.0587,0,ADV0224,0,0.0,3.0,0.019,12.4,1
CLI00463,Varejo,123,3,8.97,7,0.2222,0,ADV0175,0,0.0,11.5,0.335,18.4,4
CLI00464,Wealth,70,7,15.21,3,0.3748,0,ADV0288,0,0.0,13.5,-0.301,21.2,3
CLI00465,Varejo,13,6,16.41,2,0.1795,0,ADV0112,0,0.0,36.9,-0.379,4.2,8
CLI00466,Varejo,49,3,12.48,1,0.187,0,ADV0087,0,0.0,7.2,-0.425,9.5,5
CLI00467,Alta Renda,60,3,7.0,3,0.0865,0,ADV0259,0,0.0,4.1,0.235,31.1,6
CLI00468,Varejo,130,5,15.93,2,0.0942,0,ADV0068,1,0.0942,9.4,-0.17,15.8,5
CLI00469,Wealth,5,5,12.34,1,0.059,1,ADV0288,0,0.0,9.1,0.023,18.3,4
CLI00470,Varejo,27,7,5.25,3,0.0842,0,ADV0004,0,0.0,3.7,-0.025,13.1,8
CLI00471,Wealth,8,6,5.63,5,0.3581,0,ADV0291,0,0.0,12.3,-0.195,2.9,2
CLI00472,Varejo,50,5,17.87,4,0.4141,0,ADV0015,0,0.0,13.9,0.187,8.6,4
CLI00473,Wealth,67,7,17.17,4,0.0315,0,ADV0266,0,0.0,3.5,-0.028,17.7,7
CLI00474,Varejo,44,7,0.93,5,0.0515,0,ADV0159,0,0.0,10.3,-0.052,9.6,8
CLI00475,Corporate,125,8,5.8,2,0.0656,0,ADV0297,0,0.0,7.1,0.051,6.0,5
CLI00476,Varejo,58,2,16.29,3,0.1521,1,ADV0024,0,0.0,29.5,0.105,6.9,5
CLI00477,Varejo,3,8,11.42,3,0.0185,1,ADV0166,0,0.0,15.7,-0.342,35.9,6
CLI00478,Wealth,86,6,14.45,4,0.0527,0,ADV0290,0,0.0,7.1,0.192,9.3,6
CLI00479,Varejo,70,5,11.24,1,0.0273,0,ADV0157,0,0.0,26.3,0.319,27.7,5
CLI00480,Varejo,130,6,14.25,2,0.2782,1,ADV0189,0,0.0,22.4,-0.291,20.6,4
CLI00481,Alta Renda,2,3,11.52,2,0.159,0,ADV0210,1,0.159,7.4,0.061,11.4,7
CLI00482,Varejo,102,3,9.66,3,0.0906,1,ADV0137,0,0.0,4.9,-0.254,19.6,3
CLI00483,Varejo,35,6,15.95,1,0.0415,0,ADV0188,0,0.0,15.8,0.154,20.6,2
CLI00484,Varejo,98,2,12.35,1,0.0924,0,ADV0175,0,0.0,18.6,-0.268,25.7,4
CLI00485,Wealth,30,2,14.24,5,0.0793,0,ADV0270,0,0.0,9.0,0.358,21.9,6
CLI00486,Varejo,116,8,12.16,1,1.3841,0,ADV0016,0,0.0,14.5,-0.354,4.6,5
CLI00487,Varejo,8,6,9.46,1,0.6042,0,ADV0085,0,0.0,35.3,-0.054,9.2,3
CLI00488,Wealth,44,5,18.26,1,0.0673,0,ADV0285,0,0.0,23.7,0.096,10.1,3
CLI00489,Wealth,36,8,12.99,1,0.2049,0,ADV0266,0,0.0,1.4,-0.151,2.3,2
CLI00490,Varejo,77,4,10.01,1,0.5641,0,ADV0138,0,0.0,7.3,-0.186,18.3,8
CLI00491,Varejo,31,2,16.87,1,0.0673,0,ADV0186,0,0.0,11.9,0.049,20.0,6
CLI00492,Varejo,47,1,5.95,3,0.0262,1,ADV0084,0,0.0,21.7,0.048,22.3,6
CLI00493,Varejo,55,8,20.89,2,0.016,0,ADV0059,0,0.0,14.7,0.001,17.5,4
CLI00494,Varejo,106,3,10.75,5,0.8641,0,ADV0140,0,0.0,17.8,0.189,10.7,1
CLI00495,Varejo,121,8,6.17,5,0.1289,0,ADV0106,0,0.0,12.1,-0.087,7.3,5
CLI00496,Varejo,55,6,19.5,2,0.2414,0,ADV0175,0,0.0,13.2,0.07,10.7,6
CLI00497,Varejo,12,1,9.55,2,0.0784,0,ADV0025,0,0.0,24.5,-0.111,16.6,4
CLI00498,Corporate,140,6,12.52,4,0.0318,0,ADV0293,0,0.0,16.0,-0.187,29.3,3
CLI00499,Corporate,136,7,14.51,0,0.0405,0,ADV0296,0,0.0,4.9,-0.063,14.2,3
CLI00500,Alta Renda,3,3,16.47,2,0.0289,1,ADV0211,0,0.0,15.0,-0.332,36.5,9
